oa_code,All people,Very good health,Good health,Fair health,Bad health,Very bad health
S00108502,177,102,56,18,1,-
S00108503,147,80,46,18,1,2
S00108504,114,45,27,21,17,4
S00108505,61,32,22,2,3,2
S00108506,111,58,42,11,-,-
S00108507,57,28,15,10,3,1
S00108508,80,18,31,19,8,4
S00108509,128,77,37,9,4,1
S00108510,91,45,33,9,2,2
S00108511,76,30,26,14,5,1
S00108512,84,32,30,17,4,1
S00108513,92,42,35,7,5,3
S00108514,118,53,31,22,10,2
S00108515,59,15,19,17,7,1
S00108516,141,66,45,16,10,4
S00108517,117,54,45,12,5,1
S00108518,139,83,46,8,-,2
S00108519,108,61,31,12,2,2
S00108520,104,52,38,8,5,1
S00108521,138,81,38,16,3,-
S00108522,132,67,46,10,5,4
S00108523,125,76,34,14,1,-
S00108524,96,44,32,16,2,2
S00108525,130,73,40,12,3,2
S00108526,120,60,42,15,2,1
S00108527,113,44,37,20,11,1
S00108528,74,20,25,21,7,1
S00108529,89,26,34,16,13,-
S00108530,61,9,20,27,3,2
S00108531,111,59,30,18,2,2
S00108532,100,33,34,23,9,1
S00108533,87,49,21,13,3,1
S00108534,149,64,52,25,6,2
S00108535,180,94,55,23,7,1
S00108536,165,85,55,14,9,2
S00108537,164,87,50,19,6,2
S00108538,187,94,61,26,6,-
S00108539,156,84,49,13,7,3
S00108540,102,49,33,12,6,2
S00108541,125,62,41,15,3,4
S00108542,98,46,37,9,6,-
S00108543,105,50,25,19,10,1
S00108544,92,46,30,12,4,-
S00108545,115,62,29,21,3,-
S00108546,133,65,42,18,8,-
S00108547,99,48,40,5,5,1
S00108548,99,30,38,19,12,-
S00108549,106,45,34,18,4,5
S00108550,77,35,26,11,4,1
S00108551,146,73,41,25,6,1
S00108552,75,24,27,17,5,2
S00108553,123,49,33,23,14,4
S00108554,161,80,45,18,14,4
S00108555,106,49,42,10,5,-
S00108556,68,37,21,4,3,3
S00108557,149,53,42,31,13,10
S00108558,78,31,34,9,4,-
S00108559,147,86,47,11,2,1
S00108560,136,55,54,25,2,-
S00108561,69,28,22,14,4,1
S00108562,97,46,30,15,5,1
S00108563,83,47,16,11,8,1
S00108564,156,87,37,22,9,1
S00108565,128,47,37,30,12,2
S00108566,141,39,69,25,5,3
S00108567,108,43,34,21,10,-
S00108568,113,53,29,24,5,2
S00108569,116,27,54,21,13,1
S00108570,110,49,39,14,8,-
S00108571,102,48,26,20,7,1
S00108572,146,65,33,30,15,3
S00108573,122,65,38,16,2,1
S00108574,142,110,25,6,-,1
S00108575,58,30,22,4,1,1
S00108576,102,67,26,5,4,-
S00108577,134,37,21,48,23,5
S00108578,79,30,32,11,6,-
S00108579,105,46,36,13,6,4
S00108580,150,77,46,24,3,-
S00108581,98,40,39,15,3,1
S00108582,101,37,46,13,4,1
S00108583,80,30,22,20,7,1
S00108584,54,28,14,8,4,-
S00108585,96,49,31,10,6,-
S00108586,64,32,25,5,2,-
S00108587,90,46,33,8,2,1
S00108588,72,30,28,7,6,1
S00108589,89,43,28,11,6,1
S00108590,149,68,50,15,13,3
S00108591,92,36,30,19,5,2
S00108592,91,38,27,17,8,1
S00108593,112,56,35,11,7,3
S00108594,52,21,16,9,3,3
S00108595,178,81,74,18,4,1
S00108596,104,51,29,14,5,5
S00108597,253,175,67,9,2,-
S00108598,81,39,29,10,3,-
S00108599,72,20,35,11,6,-
S00108600,107,71,31,3,2,-
S00108601,96,38,35,17,6,-
S00108602,122,64,30,17,9,2
S00108603,187,113,58,15,1,-
S00108604,146,76,38,21,6,5
S00108605,108,59,39,10,-,-
S00108606,169,93,52,16,6,2
S00108607,196,106,59,19,11,1
S00108608,97,25,32,27,11,2
S00108609,67,32,19,10,4,2
S00108610,135,70,45,14,3,3
S00108611,144,79,49,14,1,1
S00108612,62,28,30,2,1,1
S00108613,60,18,26,11,4,1
S00108614,237,83,70,55,26,3
S00108615,127,94,31,2,-,-
S00108616,139,97,35,6,1,-
S00108617,126,100,23,3,-,-
S00108618,196,127,59,8,1,1
S00108619,122,89,26,6,-,1
S00108620,69,47,13,6,1,2
S00108621,60,30,15,12,3,-
S00108622,112,21,47,21,20,3
S00108623,81,29,39,8,4,1
S00108624,68,27,25,8,5,3
S00108625,141,58,45,30,4,4
S00108626,81,26,34,14,4,3
S00108627,117,53,48,12,4,-
S00108628,121,72,26,19,2,2
S00108629,103,51,33,10,5,4
S00108630,59,23,22,14,-,-
S00108631,125,50,45,22,7,1
S00108632,60,26,22,7,4,1
S00108633,61,34,12,12,3,-
S00108634,113,30,29,41,11,2
S00108635,55,33,17,2,2,1
S00108636,196,141,45,6,3,1
S00108637,190,134,46,7,2,1
S00108638,110,71,28,6,5,-
S00108639,55,29,19,5,2,-
S00108640,70,36,22,9,3,-
S00108641,119,75,34,5,3,2
S00108642,66,30,25,8,2,1
S00108643,74,41,26,6,1,-
S00108644,174,127,39,6,1,1
S00108645,191,136,45,8,2,-
S00108646,206,149,51,3,3,-
S00108647,94,50,24,16,3,1
S00108648,62,23,30,6,2,1
S00108649,100,66,23,9,2,-
S00108650,97,40,38,13,5,1
S00108651,202,140,47,13,2,-
S00108652,75,40,22,10,2,1
S00108653,57,28,24,4,1,-
S00108654,105,47,25,20,10,3
S00108655,129,70,41,11,4,3
S00108656,170,105,47,10,6,2
S00108657,117,50,45,16,5,1
S00108658,147,91,42,14,-,-
S00108659,88,40,23,15,7,3
S00108660,115,67,26,15,6,1
S00108661,85,50,21,11,3,-
S00108662,200,136,43,14,7,-
S00108663,105,56,28,15,3,3
S00108664,131,68,28,24,8,3
S00108665,122,55,36,20,10,1
S00108666,72,39,25,7,1,-
S00108667,111,56,33,16,3,3
S00108668,79,41,29,8,1,-
S00108669,87,37,39,10,1,-
S00108670,146,113,26,5,-,2
S00108671,107,57,33,16,1,-
S00108672,99,68,28,2,1,-
S00108673,89,38,29,14,6,2
S00108674,208,148,48,12,-,-
S00108675,84,26,20,17,14,7
S00108676,92,42,37,8,3,2
S00108677,122,55,51,10,6,-
S00108678,63,20,33,6,4,-
S00108679,87,29,33,19,6,-
S00108680,80,24,33,15,6,2
S00108681,163,85,56,16,4,2
S00108682,114,57,39,14,4,-
S00108683,122,56,40,15,8,3
S00108684,65,31,17,15,1,1
S00108685,71,30,28,12,1,-
S00108686,118,60,34,15,9,-
S00108687,102,56,31,12,3,-
S00108688,153,76,52,20,2,3
S00108689,195,102,60,24,5,4
S00108690,103,7,27,38,23,8
S00108691,59,5,15,24,12,3
S00108692,53,11,18,19,5,-
S00108693,57,7,18,22,10,-
S00108694,54,4,21,21,5,3
S00108695,99,11,23,45,14,6
S00108696,68,28,21,16,3,-
S00108697,130,61,50,11,5,3
S00108698,95,35,33,20,6,1
S00108699,69,39,19,3,8,-
S00108700,67,31,18,13,2,3
S00108701,99,44,42,8,5,-
S00108702,69,36,20,10,3,-
S00108703,84,44,27,6,3,4
S00108704,107,37,39,23,4,4
S00108705,133,68,45,17,3,-
S00108706,81,26,40,9,3,3
S00108707,175,91,47,25,12,-
S00108708,88,19,45,15,5,4
S00108709,85,35,34,11,4,1
S00108710,123,64,40,16,2,1
S00108711,135,53,53,17,8,4
S00108712,85,42,28,12,2,1
S00108713,88,50,29,7,1,1
S00108714,64,25,25,6,7,1
S00108715,84,28,33,14,7,2
S00108716,79,40,19,16,4,-
S00108717,138,64,37,28,8,1
S00108718,83,29,32,16,5,1
S00108719,106,43,41,16,6,-
S00108720,66,27,22,14,3,-
S00108721,132,56,35,26,13,2
S00108722,71,37,24,6,1,3
S00108723,145,88,48,7,2,-
S00108724,71,39,19,12,1,-
S00108725,164,112,41,10,1,-
S00108726,282,196,75,11,-,-
S00108727,182,130,46,6,-,-
S00108728,106,68,28,7,3,-
S00108729,166,125,36,3,2,-
S00108730,238,182,43,8,4,1
S00108731,193,137,51,5,-,-
S00108732,210,128,62,15,4,1
S00108733,210,131,64,11,3,1
S00108734,193,152,33,7,1,-
S00108735,169,83,45,29,7,5
S00108736,67,42,15,8,2,-
S00108737,167,116,39,11,-,1
S00108738,152,106,30,13,2,1
S00108739,93,67,18,3,5,-
S00108740,170,109,47,10,3,1
S00108741,211,141,56,11,3,-
S00108742,206,142,55,9,-,-
S00108743,174,94,59,16,3,2
S00108744,87,42,27,10,7,1
S00108745,112,69,29,11,3,-
S00108746,119,69,31,13,6,-
S00108747,210,125,63,14,6,2
S00108748,193,120,54,15,4,-
S00108749,121,70,29,16,4,2
S00108750,179,114,44,17,4,-
S00108751,84,47,27,8,1,1
S00108752,87,40,22,14,6,5
S00108753,108,73,26,5,4,-
S00108754,74,36,27,9,2,-
S00108755,117,75,32,7,2,1
S00108756,187,122,50,11,4,-
S00108757,76,35,22,14,4,1
S00108758,59,37,14,6,2,-
S00108759,157,108,34,15,-,-
S00108760,142,72,49,14,6,1
S00108761,92,55,27,8,2,-
S00108762,162,119,34,7,1,1
S00108763,127,89,29,8,1,-
S00108764,136,92,34,6,2,2
S00108765,58,34,13,6,5,-
S00108766,104,43,38,15,5,3
S00108767,82,42,26,9,5,-
S00108768,100,59,30,7,4,-
S00108769,60,2,21,26,10,1
S00108770,55,21,16,13,4,1
S00108771,53,3,23,18,8,1
S00108772,77,34,29,10,4,-
S00108773,59,29,25,5,-,-
S00108774,114,64,33,13,3,1
S00108775,54,24,14,10,4,2
S00108776,182,79,61,24,14,4
S00108777,61,25,24,9,3,-
S00108778,146,58,52,23,12,1
S00108779,133,47,42,30,9,5
S00108780,84,31,37,9,5,2
S00108781,117,43,48,20,5,1
S00108782,54,26,11,13,3,1
S00108783,121,47,45,19,10,-
S00108784,120,44,35,29,8,4
S00108785,163,85,44,26,8,-
S00108786,82,26,35,14,6,1
S00108787,91,33,41,10,5,2
S00108788,94,43,38,9,4,-
S00108789,137,42,42,37,12,4
S00108790,64,27,25,10,2,-
S00108791,85,26,32,17,10,-
S00108792,54,22,21,6,5,-
S00108793,110,60,34,15,-,1
S00108794,149,104,36,6,3,-
S00108795,204,153,40,8,2,1
S00108796,115,67,41,5,1,1
S00108797,121,65,31,16,7,2
S00108798,107,69,33,4,-,1
S00108799,139,84,43,9,2,1
S00108800,150,91,46,12,1,-
S00108801,119,73,40,4,2,-
S00108802,165,91,48,19,5,2
S00108803,136,74,53,6,3,-
S00108804,107,68,28,8,3,-
S00108805,84,49,30,3,2,-
S00108806,208,132,49,18,6,3
S00108807,162,98,50,13,1,-
S00108808,125,64,36,21,4,-
S00108809,58,32,22,3,1,-
S00108810,52,23,17,8,3,1
S00108811,108,55,29,22,2,-
S00108812,78,40,30,5,2,1
S00108813,52,31,16,4,-,1
S00108814,127,28,41,31,20,7
S00108815,64,22,18,17,5,2
S00108816,108,43,34,17,9,5
S00108817,104,57,37,9,1,-
S00108818,120,59,47,11,3,-
S00108819,70,20,21,21,8,-
S00108820,80,40,21,13,5,1
S00108821,76,23,27,17,6,3
S00108822,107,40,33,21,11,2
S00108823,108,32,23,28,17,8
S00108824,74,27,25,15,6,1
S00108825,111,51,41,14,4,1
S00108826,76,27,32,5,10,2
S00108827,123,43,36,20,14,10
S00108828,127,62,48,13,4,-
S00108829,98,41,37,16,3,1
S00108830,111,63,35,13,-,-
S00108831,122,77,29,9,6,1
S00108832,113,70,31,10,-,2
S00108833,137,82,41,11,3,-
S00108834,122,65,40,14,2,1
S00108835,70,29,26,7,6,2
S00108836,106,57,36,8,5,-
S00108837,95,42,32,19,2,-
S00108838,85,65,16,2,1,1
S00108839,126,43,44,23,11,5
S00108840,81,40,27,9,5,-
S00108841,92,57,25,6,2,2
S00108842,133,69,42,13,8,1
S00108843,84,36,35,12,1,-
S00108844,161,60,60,33,6,2
S00108845,154,86,45,19,3,1
S00108846,77,51,18,6,2,-
S00108847,124,50,39,26,6,3
S00108848,84,40,26,12,6,-
S00108849,62,24,18,14,5,1
S00108850,168,102,42,21,3,-
S00108851,634,297,264,59,14,-
S00108852,113,79,25,8,-,1
S00108853,124,83,37,3,1,-
S00108854,125,77,38,8,1,1
S00108855,149,109,32,6,2,-
S00108856,79,37,21,16,5,-
S00108857,156,116,33,6,1,-
S00108858,81,53,16,10,2,-
S00108859,50,10,19,18,1,2
S00108860,89,42,31,14,1,1
S00108861,124,80,34,8,1,1
S00108862,143,74,38,29,2,-
S00108863,77,46,23,5,3,-
S00108864,139,66,47,17,9,-
S00108865,224,141,68,12,3,-
S00108866,124,66,31,23,4,-
S00108867,61,35,20,2,3,1
S00108868,167,116,44,6,-,1
S00108869,85,48,20,12,5,-
S00108870,74,40,26,7,1,-
S00108871,118,76,33,9,-,-
S00108872,134,104,27,3,-,-
S00108873,95,61,31,3,-,-
S00108874,178,95,58,20,4,1
S00108875,104,58,32,13,-,1
S00108876,109,61,31,15,2,-
S00108877,103,57,29,13,2,2
S00108878,102,68,27,6,-,1
S00108879,200,112,62,17,7,2
S00108880,127,56,41,22,7,1
S00108881,143,90,37,10,4,2
S00108882,115,29,36,30,16,4
S00108883,128,45,52,22,5,4
S00108884,96,52,25,14,5,-
S00108885,133,92,29,10,1,1
S00108886,163,111,40,7,5,-
S00108887,108,77,20,5,5,1
S00108888,209,160,45,4,-,-
S00108889,63,38,11,11,3,-
S00108890,154,77,58,13,6,-
S00108891,98,55,27,11,4,1
S00108892,100,65,22,11,2,-
S00108893,96,37,25,25,8,1
S00108894,159,112,37,6,3,1
S00108895,110,73,33,4,-,-
S00108896,73,48,22,3,-,-
S00108897,120,78,37,3,2,-
S00108898,93,69,16,7,1,-
S00108899,67,47,16,2,2,-
S00108900,91,41,24,19,4,3
S00108901,135,86,32,12,4,1
S00108902,147,90,41,9,3,4
S00108903,67,39,25,3,-,-
S00108904,128,78,36,9,3,2
S00108905,90,39,35,9,5,2
S00108906,178,104,51,19,3,1
S00108907,118,46,54,12,5,1
S00108908,97,34,43,15,3,2
S00108909,75,39,25,11,-,-
S00108910,99,45,37,12,3,2
S00108911,59,33,14,10,1,1
S00108912,112,43,43,18,5,3
S00108913,102,50,36,11,5,-
S00108914,181,87,63,25,5,1
S00108915,69,28,32,7,1,1
S00108916,99,37,41,16,4,1
S00108917,95,36,39,11,5,4
S00108918,239,158,66,11,3,1
S00108919,119,55,57,4,3,-
S00108920,192,105,61,23,2,1
S00108921,56,27,15,13,-,1
S00108922,80,32,22,18,5,3
S00108923,55,17,17,13,5,3
S00108924,258,148,73,21,13,3
S00108925,142,79,48,8,6,1
S00108926,88,50,26,9,3,-
S00108927,61,26,23,9,3,-
S00108928,132,85,32,13,2,-
S00108929,86,47,31,5,3,-
S00108930,164,77,63,18,5,1
S00108931,75,52,18,5,-,-
S00108932,164,97,52,14,1,-
S00108933,199,113,73,7,5,1
S00108934,112,45,49,12,5,1
S00108935,125,54,44,17,8,2
S00108936,78,46,19,5,6,2
S00108937,129,45,37,28,12,7
S00108938,85,32,29,15,7,2
S00108939,96,46,38,8,3,1
S00108940,117,43,50,17,6,1
S00108941,143,94,35,13,1,-
S00108942,91,38,35,11,6,1
S00108943,132,38,50,26,14,4
S00108944,124,50,41,14,16,3
S00108945,81,32,22,17,7,3
S00108946,127,67,39,18,2,1
S00108947,103,54,31,14,4,-
S00108948,77,30,32,11,4,-
S00108949,175,123,46,6,-,-
S00108950,153,110,35,7,1,-
S00108951,150,108,35,6,-,1
S00108952,167,91,56,12,7,1
S00108953,94,39,36,15,4,-
S00108954,75,36,22,11,6,-
S00108955,125,64,25,23,12,1
S00108956,108,56,38,11,2,1
S00108957,194,127,52,11,3,1
S00108958,147,86,43,13,5,-
S00108959,177,112,47,17,1,-
S00108960,131,79,42,9,1,-
S00108961,137,87,34,12,2,2
S00108962,295,133,77,79,6,-
S00108963,149,96,36,14,3,-
S00108964,91,54,29,8,-,-
S00108965,151,116,29,5,-,1
S00108966,205,144,53,7,-,1
S00108967,56,37,16,2,1,-
S00108968,88,46,30,9,1,2
S00108969,195,136,49,8,2,-
S00108970,93,71,17,5,-,-
S00108971,52,9,9,23,8,3
S00108972,72,25,27,12,8,-
S00108973,102,49,34,11,7,1
S00108974,139,53,56,22,7,1
S00108975,87,57,22,5,3,-
S00108976,156,113,28,11,4,-
S00108977,75,40,25,7,3,-
S00108978,167,86,61,16,3,1
S00108979,161,96,50,10,4,1
S00108980,122,75,30,13,4,-
S00108981,75,54,16,4,1,-
S00108982,182,111,49,16,4,2
S00108983,255,178,54,16,6,1
S00108984,163,105,50,6,1,1
S00108985,141,103,32,6,-,-
S00108986,137,88,41,6,1,1
S00108987,140,85,38,12,5,-
S00108988,95,48,29,12,6,-
S00108989,111,52,31,25,3,-
S00108990,84,24,35,17,6,2
S00108991,83,45,24,11,1,2
S00108992,50,31,10,5,3,1
S00108993,82,39,28,13,2,-
S00108994,117,71,33,9,2,2
S00108995,134,75,44,7,7,1
S00108996,112,67,26,14,4,1
S00108997,111,82,24,5,-,-
S00108998,91,52,23,9,7,-
S00108999,148,64,52,19,10,3
S00109000,110,32,49,22,6,1
S00109001,188,68,50,43,27,-
S00109002,145,84,43,16,1,1
S00109003,80,33,37,6,3,1
S00109004,120,61,36,19,3,1
S00109005,206,158,43,4,1,-
S00109006,55,32,21,1,1,-
S00109007,162,96,44,14,7,1
S00109008,97,52,30,7,4,4
S00109009,132,28,57,31,12,4
S00109010,67,37,19,9,2,-
S00109011,117,58,33,20,2,4
S00109012,189,81,45,38,14,11
S00109013,66,41,11,10,2,2
S00109014,52,29,16,5,2,-
S00109015,58,18,20,15,2,3
S00109016,164,103,45,11,4,1
S00109017,164,101,48,12,2,1
S00109018,124,87,25,9,2,1
S00109019,194,67,64,57,3,3
S00109020,188,125,54,4,3,2
S00109021,124,91,25,6,2,-
S00109022,153,103,37,12,1,-
S00109023,82,43,25,13,1,-
S00109024,97,51,37,7,1,1
S00109025,111,54,36,14,6,1
S00109026,76,35,26,11,1,3
S00109027,99,50,29,15,5,-
S00109028,156,79,45,24,5,3
S00109029,137,67,43,19,6,2
S00109030,118,50,47,16,4,1
S00109031,66,21,18,23,3,1
S00109032,146,67,48,25,6,-
S00109033,84,40,32,8,4,-
S00109034,122,61,44,12,3,2
S00109035,133,80,40,10,2,1
S00109036,177,121,36,16,4,-
S00109037,141,92,36,10,3,-
S00109038,153,88,44,17,4,-
S00109039,115,64,45,6,-,-
S00109040,131,81,29,16,5,-
S00109041,150,83,55,9,3,-
S00109042,140,56,49,19,14,2
S00109043,139,77,46,13,3,-
S00109044,99,59,29,8,3,-
S00109045,109,77,22,7,3,-
S00109046,147,71,57,16,3,-
S00109047,67,48,14,4,1,-
S00109048,72,42,27,3,-,-
S00109049,89,49,27,11,2,-
S00109050,63,38,16,5,2,2
S00109051,134,78,39,10,7,-
S00109052,90,60,21,8,1,-
S00109053,97,54,27,11,5,-
S00109054,136,77,44,13,2,-
S00109055,82,43,27,6,5,1
S00109056,79,46,21,8,4,-
S00109057,71,30,34,7,-,-
S00109058,141,64,52,23,2,-
S00109059,117,66,27,18,3,3
S00109060,149,59,58,19,7,6
S00109061,94,50,21,20,2,1
S00109062,110,53,31,20,5,1
S00109063,143,79,41,14,6,3
S00109064,97,50,32,12,3,-
S00109065,82,34,31,11,3,3
S00109066,97,55,27,10,4,1
S00109067,149,86,41,18,4,-
S00109068,58,28,18,5,6,1
S00109069,130,72,37,17,2,2
S00109070,92,41,33,12,5,1
S00109071,115,57,42,12,3,1
S00109072,108,61,29,11,6,1
S00109073,97,60,28,8,-,1
S00109074,93,45,27,16,4,1
S00109075,83,42,29,8,3,1
S00109076,93,45,32,11,4,1
S00109077,90,51,27,10,2,-
S00109078,78,32,29,16,1,-
S00109079,121,62,35,12,10,2
S00109080,136,74,37,19,3,3
S00109081,133,85,34,11,2,1
S00109082,108,67,32,7,2,-
S00109083,115,68,33,10,4,-
S00109084,142,67,56,15,4,-
S00109085,163,104,45,14,-,-
S00109086,92,41,35,11,3,2
S00109087,69,45,21,3,-,-
S00109088,72,36,21,12,3,-
S00109089,94,53,30,8,1,2
S00109090,213,156,48,6,2,1
S00109091,184,100,63,16,5,-
S00109092,120,88,24,8,-,-
S00109093,120,72,34,10,4,-
S00109094,117,76,27,12,2,-
S00109095,112,57,35,16,4,-
S00109096,78,40,28,6,2,2
S00109097,117,70,32,13,1,1
S00109098,101,59,30,8,2,2
S00109099,123,63,47,9,1,3
S00109100,96,58,26,8,3,1
S00109101,79,45,26,6,2,-
S00109102,142,63,53,21,2,3
S00109103,88,33,35,15,4,1
S00109104,133,64,54,10,3,2
S00109105,70,42,20,4,4,-
S00109106,172,109,50,11,2,-
S00109107,70,38,17,9,5,1
S00109108,97,54,28,12,2,1
S00109109,66,39,19,8,-,-
S00109110,120,71,38,10,1,-
S00109111,80,38,34,7,1,-
S00109112,98,63,26,7,2,-
S00109113,75,39,23,10,1,2
S00109114,150,96,39,13,2,-
S00109115,110,62,30,13,3,2
S00109116,182,101,55,17,8,1
S00109117,125,69,38,15,2,1
S00109118,152,85,48,15,3,1
S00109119,239,135,82,15,7,-
S00109120,171,65,50,18,27,11
S00109121,66,55,10,1,-,-
S00109122,156,109,34,10,2,1
S00109123,113,64,31,13,3,2
S00109124,138,78,43,13,1,3
S00109125,134,86,29,10,8,1
S00109126,145,93,38,12,1,1
S00109127,109,55,38,13,-,3
S00109128,116,67,34,11,3,1
S00109129,95,44,36,13,2,-
S00109130,89,56,26,5,2,-
S00109131,117,67,33,15,2,-
S00109132,82,23,37,16,5,1
S00109133,136,71,40,21,2,2
S00109134,94,56,21,14,2,1
S00109135,179,117,45,11,6,-
S00109136,105,70,28,7,-,-
S00109137,83,53,21,7,2,-
S00109138,165,93,59,12,1,-
S00109139,156,90,51,13,-,2
S00109140,122,78,31,8,2,3
S00109141,128,102,18,4,2,2
S00109142,174,75,47,34,14,4
S00109143,144,88,46,10,-,-
S00109144,145,74,57,14,-,-
S00109145,176,111,43,12,8,2
S00109146,149,84,57,8,-,-
S00109147,125,35,57,26,5,2
S00109148,133,61,47,21,4,-
S00109149,134,84,37,9,4,-
S00109150,112,52,37,15,6,2
S00109151,135,94,29,10,1,1
S00109152,99,68,18,11,2,-
S00109153,156,78,53,17,6,2
S00109154,154,69,54,23,6,2
S00109155,131,56,55,14,4,2
S00109156,160,90,51,14,4,1
S00109157,169,92,56,14,6,1
S00109158,103,56,29,14,4,-
S00109159,165,84,50,28,2,1
S00109160,137,79,41,13,4,-
S00109161,110,66,32,9,3,-
S00109162,105,46,47,10,1,1
S00109163,76,39,26,8,3,-
S00109164,71,32,22,12,3,2
S00109165,145,69,45,28,1,2
S00109166,140,63,52,21,3,1
S00109167,123,68,38,12,5,-
S00109168,117,71,35,10,1,-
S00109169,109,57,39,11,2,-
S00109170,143,65,49,23,5,1
S00109171,138,82,37,14,4,1
S00109172,135,85,39,8,2,1
S00109173,101,55,33,9,3,1
S00109174,71,45,16,9,1,-
S00109175,113,51,43,14,3,2
S00109176,71,31,22,13,4,1
S00109177,172,110,40,17,5,-
S00109178,74,32,22,16,4,-
S00109179,191,106,60,21,3,1
S00109180,134,68,48,11,6,1
S00109181,141,92,37,11,1,-
S00109182,105,79,20,5,-,1
S00109183,112,71,30,9,2,-
S00109184,161,78,46,26,8,3
S00109185,125,74,40,11,-,-
S00109186,114,45,53,11,4,1
S00109187,368,249,109,4,5,1
S00109188,70,41,20,7,1,1
S00109189,138,69,50,10,5,4
S00109190,194,97,60,31,3,3
S00109191,183,121,47,12,3,-
S00109192,82,46,26,10,-,-
S00109193,76,45,25,5,-,1
S00109194,148,87,45,13,3,-
S00109195,219,123,67,20,7,2
S00109196,174,119,46,9,-,-
S00109197,183,90,54,27,11,1
S00109198,108,74,21,6,6,1
S00109199,117,79,33,4,-,1
S00109200,129,85,36,7,-,1
S00109201,270,193,63,12,2,-
S00109202,157,76,46,26,5,4
S00109203,133,58,50,17,7,1
S00109204,124,44,39,29,10,2
S00109205,167,80,60,18,9,-
S00109206,93,30,31,26,3,3
S00109207,105,52,33,16,2,2
S00109208,88,30,34,17,7,-
S00109209,98,17,26,35,15,5
S00109210,112,56,36,17,2,1
S00109211,75,44,21,9,1,-
S00109212,87,45,23,11,6,2
S00109213,87,49,20,11,5,2
S00109214,138,64,37,31,4,2
S00109215,131,54,35,25,10,7
S00109216,88,40,32,12,4,-
S00109217,91,51,22,14,3,1
S00109218,101,45,40,9,6,1
S00109219,137,57,56,18,5,1
S00109220,121,45,49,19,5,3
S00109221,121,54,37,26,4,-
S00109222,104,43,38,19,3,1
S00109223,132,55,44,25,6,2
S00109224,114,63,35,9,5,2
S00109225,142,67,43,24,7,1
S00109226,140,64,46,20,7,3
S00109227,128,61,44,16,4,3
S00109228,99,50,34,11,4,-
S00109229,117,48,34,19,14,2
S00109230,118,41,46,21,9,1
S00109231,103,51,35,15,1,1
S00109232,106,53,27,15,9,2
S00109233,107,45,37,20,5,-
S00109234,115,65,28,13,6,3
S00109235,82,34,35,11,2,-
S00109236,121,61,33,12,11,4
S00109237,121,63,42,11,4,1
S00109238,111,36,59,14,2,-
S00109239,102,58,22,16,5,1
S00109240,106,54,27,17,7,1
S00109241,88,29,42,12,4,1
S00109242,115,58,28,20,6,3
S00109243,150,66,49,23,8,4
S00109244,139,68,52,16,3,-
S00109245,72,26,27,12,6,1
S00109246,100,50,34,12,3,1
S00109247,152,68,51,27,4,2
S00109248,116,56,37,16,4,3
S00109249,152,71,52,19,8,2
S00109250,103,56,29,13,5,-
S00109251,96,51,29,13,2,1
S00109252,102,38,43,14,4,3
S00109253,82,40,28,9,4,1
S00109254,150,72,50,21,5,2
S00109255,73,30,27,9,4,3
S00109256,77,39,25,10,2,1
S00109257,158,66,50,32,8,2
S00109258,138,63,45,19,10,1
S00109259,99,44,33,17,3,2
S00109260,140,67,37,24,9,3
S00109261,135,58,36,35,5,1
S00109262,101,46,30,18,3,4
S00109263,90,43,35,8,4,-
S00109264,129,55,50,19,4,1
S00109265,145,65,58,18,3,1
S00109266,92,40,35,15,2,-
S00109267,147,73,37,26,9,2
S00109268,103,47,37,16,3,-
S00109269,134,74,34,19,5,2
S00109270,69,31,24,10,3,1
S00109271,64,25,21,14,4,-
S00109272,64,31,26,4,2,1
S00109273,99,40,41,14,3,1
S00109274,76,24,34,12,5,1
S00109275,143,60,50,18,12,3
S00109276,164,77,57,24,6,-
S00109277,114,41,47,14,11,1
S00109278,95,37,36,15,4,3
S00109279,61,21,27,9,4,-
S00109280,139,78,32,17,8,4
S00109281,101,45,32,19,4,1
S00109282,115,41,43,20,8,3
S00109283,84,23,25,26,9,1
S00109284,145,89,49,6,1,-
S00109285,82,45,16,13,7,1
S00109286,96,55,32,8,1,-
S00109287,119,52,44,16,6,1
S00109288,125,65,33,20,4,3
S00109289,92,30,37,18,6,1
S00109290,74,38,25,7,3,1
S00109291,105,32,49,13,10,1
S00109292,78,33,27,11,6,1
S00109293,51,5,10,21,9,6
S00109294,84,45,23,10,4,2
S00109295,78,48,22,5,2,1
S00109296,147,73,52,20,2,-
S00109297,53,35,11,4,3,-
S00109298,147,72,59,10,4,2
S00109299,94,52,19,16,4,3
S00109300,112,55,34,15,7,1
S00109301,139,85,39,8,6,1
S00109302,92,58,23,9,1,1
S00109303,122,54,38,20,7,3
S00109304,118,46,54,13,2,3
S00109305,99,54,35,6,4,-
S00109306,75,38,25,9,1,2
S00109307,195,85,67,20,20,3
S00109308,119,50,48,13,4,4
S00109309,75,33,30,10,2,-
S00109310,86,41,28,13,4,-
S00109311,103,31,41,18,12,1
S00109312,138,73,36,23,4,2
S00109313,82,51,21,7,2,1
