oa_code,All people,Church of Scotland,Roman Catholic,Other Christian,Buddhist,Hindu,Jewish,Muslim,Sikh,Other religion,No religion,Religion not stated
S00093752,99,29,9,-,-,-,-,-,-,-,54,7
S00093753,151,52,7,19,-,-,-,-,-,-,56,17
S00093754,99,34,7,8,-,-,-,-,-,-,38,12
S00093755,133,46,5,7,-,-,-,-,-,2,63,10
S00093756,143,52,18,24,-,-,-,-,-,-,43,6
S00093757,163,52,25,14,-,1,1,-,-,-,64,6
S00093758,280,115,37,13,-,-,-,6,-,-,91,18
S00093759,134,33,14,7,-,-,-,-,-,-,64,16
S00093760,233,83,48,5,-,-,-,5,-,1,73,18
S00093761,123,65,17,-,-,-,-,7,-,1,31,2
S00093762,104,65,12,2,-,-,-,-,-,-,22,3
S00093763,175,61,11,4,-,-,-,-,-,-,91,8
S00093764,101,33,16,6,-,-,-,-,-,-,37,9
S00093765,148,51,20,14,-,-,-,8,-,-,52,3
S00093766,80,27,13,4,-,-,-,-,-,-,29,7
S00093767,110,52,1,8,-,-,-,-,-,-,43,6
S00093768,121,51,4,14,-,-,-,-,-,-,48,4
S00093769,179,92,12,5,2,-,-,-,-,-,60,8
S00093770,169,70,23,8,-,-,-,-,-,-,61,7
S00093771,130,61,10,6,-,-,-,-,-,-,48,5
S00093772,110,50,8,11,-,-,-,-,-,-,38,3
S00093773,62,33,7,4,-,-,-,-,-,-,11,7
S00093774,157,52,17,5,-,-,-,-,-,-,71,12
S00093775,101,36,5,10,-,-,-,-,-,-,43,7
S00093776,56,28,1,3,-,-,-,-,-,-,23,1
S00093777,79,36,2,5,-,-,-,-,-,-,29,7
S00093778,78,24,2,5,-,-,-,-,-,-,38,9
S00093779,102,31,10,3,1,-,-,-,-,-,45,12
S00093780,85,33,4,3,-,-,-,-,-,-,39,6
S00093781,56,25,1,3,-,-,-,-,-,-,21,6
S00093782,123,45,5,1,-,-,-,-,-,1,59,12
S00093783,110,42,16,2,-,-,-,-,-,-,41,9
S00093784,114,36,6,8,-,-,-,-,-,1,56,7
S00093785,97,55,-,6,-,-,-,-,-,-,33,3
S00093786,116,46,12,5,-,-,-,-,-,-,43,10
S00093787,190,87,14,6,-,-,-,-,-,-,73,10
S00093788,99,61,-,5,-,-,-,-,-,1,30,2
S00093789,87,49,2,12,-,-,-,-,-,-,18,6
S00093790,133,72,10,1,-,-,-,-,-,1,44,5
S00093791,75,15,13,4,1,-,-,-,-,-,40,2
S00093792,87,47,6,1,-,-,-,6,-,-,27,-
S00093793,104,54,5,3,-,-,-,-,-,-,37,5
S00093794,155,92,8,-,-,-,1,-,-,-,45,9
S00093795,89,42,4,3,-,-,-,-,-,-,36,4
S00093796,87,43,2,9,-,-,-,6,-,-,27,-
S00093797,69,45,2,1,-,-,-,-,-,-,14,7
S00093798,58,24,2,4,-,-,-,-,-,-,16,12
S00093799,73,39,5,6,-,-,-,-,-,1,17,5
S00093800,108,62,-,15,1,-,-,-,-,-,22,8
S00093801,98,54,2,6,-,-,-,-,-,-,34,2
S00093802,110,63,3,3,-,-,-,5,-,-,30,6
S00093803,95,44,-,3,-,-,-,-,-,-,40,8
S00093804,155,62,2,10,-,6,-,-,-,-,64,11
S00093805,75,30,1,6,-,-,-,-,-,-,33,5
S00093806,108,36,14,6,-,-,-,-,-,-,44,8
S00093807,106,47,11,6,-,-,-,-,-,2,34,6
S00093808,72,25,9,6,-,-,-,-,-,-,27,5
S00093809,65,13,8,4,-,-,-,10,-,-,25,5
S00093810,69,27,6,7,-,-,-,-,-,1,23,5
S00093811,109,44,3,1,-,-,-,-,-,1,54,6
S00093812,79,25,4,9,-,-,-,-,-,-,40,1
S00093813,66,21,-,4,-,-,-,-,-,-,33,8
S00093814,105,49,4,10,-,-,-,-,-,1,37,4
S00093815,83,33,1,2,-,-,-,-,-,-,38,9
S00093816,176,98,1,9,1,-,-,-,-,-,55,12
S00093817,75,55,1,4,-,-,-,-,-,-,13,2
S00093818,134,56,3,8,-,-,-,-,-,-,55,12
S00093819,95,51,11,7,-,-,-,-,-,-,22,4
S00093820,154,68,18,11,-,-,-,-,-,-,45,12
S00093821,76,50,8,1,-,-,-,-,-,1,11,5
S00093822,242,129,11,16,-,-,-,3,-,-,68,15
S00093823,127,46,14,2,-,-,-,-,-,-,57,8
S00093824,82,9,5,26,-,-,-,-,-,-,34,8
S00093825,89,55,3,5,-,-,-,1,-,-,24,1
S00093826,192,102,4,14,-,-,-,-,-,-,64,8
S00093827,84,27,9,1,4,3,-,1,-,-,27,12
S00093828,123,44,9,8,-,-,-,-,-,1,57,4
S00093829,99,22,3,5,-,-,-,-,-,-,58,11
S00093830,71,20,2,3,-,-,-,-,-,-,40,6
S00093831,121,49,9,12,-,-,-,-,-,1,43,7
S00093832,98,45,22,5,-,-,-,-,-,-,25,1
S00093833,163,67,13,13,-,-,-,-,-,-,59,11
S00093834,115,55,8,11,2,-,-,-,-,2,31,6
S00093835,113,29,28,10,-,-,-,-,-,3,41,2
S00093836,110,43,5,14,-,2,-,1,-,-,36,9
S00093837,53,29,1,1,-,-,-,-,-,-,15,7
S00093838,71,43,4,3,-,-,-,-,-,-,16,5
S00093839,176,97,6,5,-,-,-,-,-,-,61,7
S00093840,141,62,7,11,-,-,-,-,-,-,48,13
S00093841,77,47,1,2,-,-,-,-,-,-,27,-
S00093842,184,43,7,13,-,-,-,-,-,-,107,14
S00093843,71,32,2,3,-,-,-,-,-,-,27,7
S00093844,150,48,-,11,1,-,-,-,-,1,78,11
S00093845,154,74,7,25,-,-,-,-,-,-,39,9
S00093846,68,27,7,8,-,3,-,-,-,-,21,2
S00093847,109,20,8,5,-,-,-,-,-,-,65,11
S00093848,149,62,7,8,-,-,-,-,-,-,59,13
S00093849,103,40,1,8,-,-,-,-,-,-,46,8
S00093850,122,59,8,6,1,-,-,-,-,-,31,17
S00093851,151,68,11,13,-,-,-,-,-,-,52,7
S00093852,140,57,6,8,-,-,-,-,-,1,50,18
S00093853,95,34,9,-,1,-,-,-,-,-,42,9
S00093854,99,31,2,6,-,-,-,-,-,-,54,6
S00093855,127,67,7,3,4,-,-,-,-,-,38,8
S00093856,72,26,10,9,-,-,-,-,-,-,23,4
S00093857,73,44,3,6,1,-,-,-,-,-,14,5
S00093858,158,61,20,16,-,-,-,-,-,3,53,5
S00093859,215,63,51,11,-,-,-,-,-,1,79,10
S00093860,64,29,2,2,-,-,-,-,-,-,26,5
S00093861,154,56,12,20,-,-,-,4,-,-,51,11
S00093862,127,65,12,2,-,1,-,-,-,-,38,9
S00093863,63,18,7,4,1,1,-,-,-,-,27,5
S00093864,182,82,6,12,1,1,-,1,-,-,70,9
S00093865,164,75,15,2,-,-,-,-,-,-,56,16
S00093866,123,59,13,14,1,-,-,4,-,-,29,3
S00093867,88,46,9,-,-,-,-,-,-,1,25,7
S00093868,197,109,18,13,3,-,-,5,-,-,41,8
S00093869,80,37,5,5,-,-,-,-,-,-,25,8
S00093870,133,50,13,9,1,-,-,5,-,1,51,3
S00093871,138,58,15,7,-,-,-,-,-,-,51,7
S00093872,121,56,14,11,1,-,-,-,-,2,34,3
S00093873,146,30,26,15,4,-,-,-,-,-,63,8
S00093874,75,22,8,3,-,-,-,-,-,-,33,9
S00093875,114,38,11,5,-,-,-,-,-,2,49,9
S00093876,124,54,20,1,-,-,-,-,-,-,46,3
S00093877,131,66,7,7,-,-,-,-,-,-,41,10
S00093878,95,47,16,4,1,-,-,-,-,-,26,1
S00093879,117,29,24,7,-,-,-,-,-,-,51,6
S00093880,120,63,6,1,-,-,-,-,-,-,46,4
S00093881,73,24,7,4,-,-,-,-,-,-,35,3
S00093882,51,28,6,-,-,-,-,-,-,-,13,4
S00093883,189,83,17,10,-,-,-,-,-,1,58,20
S00093884,68,41,7,6,-,-,-,-,-,-,10,4
S00093885,173,77,21,2,-,-,-,2,-,-,60,11
S00093886,143,74,10,10,-,3,-,-,-,-,30,16
S00093887,125,55,12,2,-,-,-,-,-,-,48,8
S00093888,151,70,19,4,-,-,-,-,-,2,51,5
S00093889,104,54,17,4,-,-,-,-,-,1,25,3
S00093890,57,23,4,3,1,-,-,-,-,1,21,4
S00093891,140,38,11,2,-,-,-,4,-,-,84,1
S00093892,102,40,10,5,-,-,-,-,-,-,44,3
S00093893,81,15,13,8,1,2,-,-,-,-,38,4
S00093894,119,40,5,5,-,-,-,-,-,-,66,3
S00093895,99,20,4,2,-,-,-,-,-,-,71,2
S00093896,68,25,2,6,-,-,-,-,-,-,32,3
S00093897,119,52,9,-,1,-,-,-,-,-,49,8
S00093898,232,109,12,13,1,-,-,-,-,1,76,20
S00093899,129,61,7,9,3,-,-,-,-,-,43,6
S00093900,87,26,6,4,-,-,-,-,-,-,50,1
S00093901,127,60,3,-,-,-,-,-,-,-,59,5
S00093902,59,9,2,-,-,-,-,-,-,-,46,2
S00093903,257,59,28,11,-,-,-,-,-,-,131,28
S00093904,188,41,10,29,-,-,-,1,-,-,96,11
S00093905,126,63,6,1,-,-,-,-,-,-,48,8
S00093906,77,36,1,1,-,-,-,-,-,-,25,14
S00093907,78,42,5,5,-,-,-,-,-,-,18,8
S00093908,83,43,4,3,-,-,-,-,-,-,28,5
S00093909,131,38,11,3,-,-,-,1,-,1,67,10
S00093910,172,62,8,2,-,-,-,-,-,2,89,9
S00093911,74,17,3,3,-,-,-,-,-,-,45,6
S00093912,126,53,4,13,-,-,-,-,-,-,50,6
S00093913,111,71,2,4,-,-,-,-,-,-,26,8
S00093914,57,28,1,4,-,-,-,-,-,-,23,1
S00093915,112,36,11,5,-,-,-,-,-,-,49,11
S00093916,63,39,4,4,-,-,-,-,-,-,13,3
S00093917,167,23,7,22,-,-,-,-,-,2,99,14
S00093918,83,15,17,-,-,-,-,-,-,3,46,2
S00093919,144,65,8,8,-,-,-,-,-,3,55,5
S00093920,140,55,5,6,-,-,-,-,-,-,60,14
S00093921,138,53,21,4,-,-,-,-,-,1,51,8
S00093922,125,43,9,9,-,-,-,-,-,-,54,10
S00093923,52,23,6,1,-,-,-,-,-,1,18,3
S00093924,167,68,13,7,-,-,-,-,-,-,72,7
S00093925,86,14,8,7,-,-,-,-,-,-,53,4
S00093926,91,37,7,3,-,-,-,1,-,-,37,6
S00093927,65,33,10,1,-,-,-,-,-,-,10,11
S00093928,65,31,5,-,-,-,-,-,-,-,27,2
S00093929,126,36,5,2,-,-,-,-,-,-,71,12
S00093930,107,59,4,2,-,-,-,-,-,1,37,4
S00093931,87,22,6,6,-,-,-,-,-,2,47,4
S00093932,82,51,8,1,-,-,-,-,-,-,17,5
S00093933,129,58,10,7,-,-,-,3,-,-,50,1
S00093934,157,62,12,2,-,-,-,-,-,-,70,11
S00093935,190,59,9,8,-,-,-,-,-,-,100,14
S00093936,80,40,6,1,-,-,-,-,-,-,32,1
S00093937,69,52,4,1,-,-,-,-,-,1,11,-
S00093938,78,26,10,5,-,-,-,-,-,-,28,9
S00093939,116,34,7,3,-,-,-,-,-,-,61,11
S00093940,91,32,2,4,-,-,-,-,-,-,45,8
S00093941,180,89,9,14,-,-,-,-,-,-,63,5
S00093942,108,54,5,9,-,-,-,-,-,-,32,8
S00093943,99,47,5,1,1,-,-,-,-,-,39,6
S00093944,102,49,7,11,-,-,-,-,-,1,28,6
S00093945,61,28,2,3,-,-,-,-,-,-,19,9
S00093946,70,36,2,2,-,-,-,-,-,-,27,3
S00093947,133,67,5,5,-,-,-,-,-,1,45,10
S00093948,113,48,18,3,-,-,-,-,-,-,37,7
S00093949,74,36,8,2,1,-,-,-,-,-,27,-
S00093950,101,33,5,6,-,-,1,-,-,-,53,3
S00093951,83,26,10,3,-,-,-,3,-,1,36,4
S00093952,154,59,9,8,-,-,-,-,-,-,49,29
S00093953,86,21,5,7,-,-,-,-,-,-,47,6
S00093954,82,25,2,11,-,-,-,-,-,-,38,6
S00093955,171,35,4,3,-,-,-,-,-,1,111,17
S00093956,143,66,3,5,-,-,-,-,-,4,56,9
S00093957,127,43,7,2,-,-,-,-,-,-,65,10
S00093958,64,33,10,3,-,-,-,-,-,-,15,3
S00093959,108,34,5,12,-,-,-,-,-,-,51,6
S00093960,57,14,8,5,-,-,-,-,-,-,17,13
S00093961,136,69,7,6,-,-,-,-,-,-,48,6
S00093962,133,58,8,1,-,-,-,-,-,-,65,1
S00093963,180,52,18,4,1,1,-,-,-,-,92,12
S00093964,59,32,-,-,-,-,-,-,-,-,23,4
S00093965,185,70,7,25,-,4,-,1,-,-,70,8
S00093966,83,47,3,8,-,-,-,-,-,-,15,10
S00093967,92,60,1,8,-,-,-,-,-,1,16,6
S00093968,191,78,24,14,-,-,-,-,5,2,24,44
S00093969,113,46,10,10,-,-,-,-,-,-,38,9
S00093970,119,58,8,5,1,-,-,-,-,1,40,6
S00093971,98,38,7,13,1,-,-,-,-,2,31,6
S00093972,168,90,4,18,-,-,1,-,-,-,45,10
S00093973,127,63,12,10,-,-,-,-,-,-,32,10
S00093974,132,77,4,7,-,-,-,-,-,1,35,8
S00093975,66,35,1,1,-,-,-,-,-,-,25,4
S00093976,74,34,-,2,-,-,-,-,-,-,34,4
S00093977,113,55,1,5,1,-,-,-,-,-,47,4
S00093978,156,56,2,4,-,-,-,-,-,-,81,13
S00093979,137,76,12,13,-,1,-,-,-,-,13,22
S00093980,74,22,6,1,-,-,-,-,-,1,38,6
S00093981,138,54,15,4,1,-,-,-,-,-,49,15
S00093982,102,47,14,1,-,-,-,-,-,-,37,3
S00093983,168,51,8,4,-,-,-,-,-,2,86,17
S00093984,143,62,13,3,-,-,-,-,-,-,55,10
S00093985,227,97,30,6,-,-,-,-,-,-,73,21
S00093986,148,57,6,6,-,-,-,-,-,-,70,9
S00093987,119,51,14,5,2,-,-,-,-,-,41,6
S00093988,169,72,9,8,3,-,-,-,-,-,67,10
S00093989,86,34,3,2,-,1,-,-,-,-,41,5
S00093990,87,30,8,-,-,-,-,3,-,-,40,6
S00093991,229,97,7,12,-,-,-,-,-,-,104,9
S00093992,93,59,4,1,-,-,-,-,-,-,25,4
S00093993,93,53,3,3,-,-,-,-,-,-,28,6
S00093994,106,59,6,11,-,-,-,-,-,1,28,1
S00093995,52,19,6,5,-,-,-,-,-,-,22,-
S00093996,116,36,24,8,-,-,-,-,-,1,40,7
S00093997,68,20,7,6,-,-,-,-,-,-,24,11
S00093998,136,80,6,4,-,-,-,-,-,-,36,10
S00093999,104,49,5,6,-,1,-,-,-,1,34,8
S00094000,72,25,9,8,2,-,-,-,-,-,21,7
S00094001,50,27,3,4,-,-,-,-,-,-,11,5
S00094002,55,22,4,1,-,-,-,-,-,-,24,4
S00094003,64,31,2,2,-,-,-,-,-,-,25,4
S00094004,87,46,7,2,-,-,-,1,-,-,23,8
S00094005,96,48,2,9,-,-,-,-,-,-,27,10
S00094006,130,53,7,9,-,-,-,-,-,-,48,13
S00094007,119,24,17,18,-,-,-,-,-,2,52,6
S00094008,177,72,8,12,-,1,-,-,-,-,63,21
S00094009,59,37,4,-,1,-,-,-,-,-,10,7
S00094010,51,23,9,1,-,-,-,-,-,-,12,6
S00094011,149,67,7,18,-,-,-,-,-,-,49,8
S00094012,102,35,19,6,-,-,-,-,-,-,29,13
S00094013,163,66,15,8,-,-,-,-,-,-,62,12
S00094014,167,70,19,11,1,-,-,-,-,-,54,12
S00094015,125,53,16,5,1,-,-,-,-,-,36,14
S00094016,124,45,14,2,3,-,-,-,-,-,43,17
S00094017,62,26,6,6,-,-,-,1,-,2,17,4
S00094018,157,49,12,8,-,-,-,1,-,1,73,13
S00094019,58,18,3,2,-,-,-,-,-,-,20,15
S00094020,128,55,3,9,-,-,-,-,-,-,52,9
S00094021,75,33,5,1,1,-,-,-,-,-,27,8
S00094022,136,59,12,15,1,-,-,-,-,2,44,3
S00094023,90,45,4,7,-,-,-,-,-,5,26,3
S00094024,78,25,14,6,1,-,1,-,-,-,25,6
S00094025,143,53,15,14,1,-,-,-,-,-,49,11
S00094026,92,45,8,1,-,-,-,-,-,1,25,12
S00094027,141,68,3,12,-,-,-,-,1,1,42,14
S00094028,54,26,6,3,-,-,-,-,-,-,14,5
S00094029,116,55,8,7,-,-,-,-,-,2,35,9
S00094030,145,74,7,15,-,-,-,-,-,-,39,10
S00094031,126,42,15,18,-,-,-,-,-,2,35,14
S00094032,107,63,8,2,-,-,-,-,-,1,25,8
S00094033,117,48,11,1,-,-,-,-,-,1,42,14
S00094034,116,60,14,6,-,-,-,-,-,-,29,7
S00094035,96,68,4,7,-,-,-,-,-,-,10,7
S00094036,67,25,4,8,-,-,-,-,-,-,16,14
S00094037,107,44,7,16,-,-,-,-,-,-,32,8
S00094038,104,59,2,16,-,-,-,-,-,-,24,3
S00094039,84,44,4,5,1,-,-,-,-,-,26,4
S00094040,76,43,3,4,-,-,-,-,-,-,19,7
S00094041,111,66,6,6,1,-,-,-,-,1,17,14
S00094042,92,42,3,10,-,-,-,-,-,2,22,13
S00094043,97,40,5,5,-,-,-,-,-,1,43,3
S00094044,148,72,6,16,-,-,-,-,-,1,39,14
S00094045,100,43,5,11,-,-,-,-,-,-,33,8
S00094046,172,62,19,14,-,-,-,-,-,-,65,12
S00094047,69,27,2,8,-,-,-,-,-,-,28,4
S00094048,106,44,8,9,2,-,-,-,-,-,32,11
S00094049,141,54,14,15,-,-,-,-,-,1,40,17
S00094050,119,48,9,10,-,1,-,-,-,-,31,20
S00094051,113,45,16,8,-,-,-,-,-,1,35,8
S00094052,141,46,5,15,-,-,-,-,-,-,63,12
S00094053,204,64,20,12,-,-,-,-,-,1,104,3
S00094054,74,18,6,7,-,-,-,-,-,-,37,6
S00094055,96,29,4,5,-,-,-,-,-,-,52,6
S00094056,134,41,6,18,2,-,-,-,-,-,45,22
S00094057,62,19,1,2,-,-,-,-,-,-,28,12
S00094058,121,27,12,11,1,-,1,-,-,-,57,12
S00094059,130,46,6,19,-,-,-,-,-,-,48,11
S00094060,162,75,12,12,1,-,-,-,-,-,41,21
S00094061,218,78,21,17,-,-,-,-,-,4,85,13
S00094062,87,38,6,1,-,-,-,-,-,-,38,4
S00094063,114,52,6,4,-,-,-,-,-,-,42,10
S00094064,83,55,6,-,-,-,-,-,-,-,20,2
S00094065,116,64,6,1,-,-,-,-,-,1,37,7
S00094066,91,39,12,12,-,-,-,-,-,1,19,8
S00094067,86,31,13,3,-,-,-,-,1,-,24,14
S00094068,86,41,6,6,-,-,-,-,-,1,30,2
S00094069,79,26,8,14,-,-,-,-,-,1,17,13
S00094070,164,49,12,28,1,1,-,-,-,1,57,15
S00094071,121,42,46,9,-,-,-,-,-,-,18,6
S00094072,79,12,9,11,-,-,-,-,-,-,43,4
S00094073,109,39,8,18,-,-,-,-,-,-,36,8
S00094074,72,37,3,8,-,-,-,-,-,-,23,1
S00094075,88,31,17,13,-,-,-,-,-,-,21,6
S00094076,109,40,5,10,-,-,-,-,-,1,47,6
S00094077,117,46,4,11,-,-,2,-,-,-,41,13
S00094078,167,51,14,16,-,-,-,-,-,2,72,12
S00094079,129,21,24,-,-,-,-,2,-,1,75,6
S00094080,84,29,4,10,-,-,-,-,-,-,31,10
S00094081,103,38,11,4,2,-,-,-,-,-,38,10
S00094082,147,60,9,21,-,-,-,-,-,-,43,14
S00094083,104,34,8,9,-,-,-,-,-,-,42,11
S00094084,76,33,1,6,1,-,-,-,-,-,31,4
S00094085,136,51,18,12,-,-,-,-,-,-,42,13
S00094086,125,61,8,15,-,-,-,-,-,-,32,9
S00094087,89,47,11,3,-,-,-,-,-,-,21,7
S00094088,120,64,12,3,1,-,-,-,-,-,33,7
S00094089,109,43,8,5,-,1,-,-,-,-,43,9
S00094090,167,71,14,19,-,-,-,-,-,-,58,5
S00094091,129,46,25,14,-,-,-,-,-,-,36,8
S00094092,164,85,9,10,-,-,-,-,-,-,45,15
S00094093,108,45,6,19,-,-,-,-,-,-,27,11
S00094094,99,51,4,9,-,-,-,-,-,-,27,8
S00094095,142,65,6,10,-,1,-,-,-,-,54,6
S00094096,131,58,8,10,-,-,-,-,-,1,37,17
S00094097,120,50,17,10,-,-,-,-,-,-,34,9
S00094098,59,27,3,7,-,-,-,-,-,-,20,2
S00094099,128,72,8,5,1,-,-,-,-,1,34,7
S00094100,163,69,7,8,-,-,-,-,-,5,68,6
S00094101,150,92,2,11,-,-,-,-,-,-,38,7
S00094102,102,35,2,8,-,-,1,-,-,-,42,14
S00094103,75,32,-,6,-,-,-,-,-,1,26,10
S00094104,73,25,6,9,-,-,-,-,-,-,29,4
S00094105,127,85,7,6,1,-,-,-,-,-,26,2
S00094106,51,37,-,-,1,-,-,-,-,-,10,3
S00094107,71,47,3,2,-,-,-,-,-,-,16,3
S00094108,88,42,8,10,-,-,-,-,-,-,18,10
S00094109,95,62,-,2,-,-,-,-,-,-,27,4
S00094110,88,32,6,11,-,-,-,-,-,-,29,10
S00094111,89,46,-,13,-,-,-,-,-,-,20,10
S00094112,150,68,13,3,-,3,1,-,-,-,48,14
S00094113,62,41,1,2,-,-,-,-,-,-,14,4
S00094114,134,48,5,8,4,-,-,-,-,-,60,9
S00094115,82,28,5,11,-,-,3,-,-,1,20,14
S00094116,96,14,3,10,2,-,1,-,-,-,58,8
S00094117,113,32,9,14,-,-,-,-,-,1,46,11
S00094118,88,44,4,6,-,-,-,-,-,-,28,6
S00094119,133,62,8,9,-,-,-,-,-,-,43,11
S00094120,78,19,2,10,2,-,-,-,-,-,26,19
S00094121,100,24,3,6,1,-,-,-,1,-,51,14
S00094122,136,36,3,17,-,-,-,-,-,-,71,9
S00094123,177,55,13,27,2,-,-,-,-,1,58,21
S00094124,62,27,2,11,-,-,-,-,-,-,15,7
S00094125,50,11,5,7,-,-,-,-,-,1,21,5
S00094126,56,41,-,-,-,-,-,-,-,-,10,5
S00094127,56,38,-,6,-,1,-,-,-,-,7,4
S00094128,101,41,5,12,-,-,-,-,-,-,41,2
S00094129,128,59,9,6,-,-,-,-,-,-,44,10
S00094130,120,73,4,11,-,-,-,-,-,2,24,6
S00094131,80,50,1,6,1,-,-,-,-,1,14,7
S00094132,101,44,6,12,-,-,-,-,-,2,25,12
S00094133,94,25,1,10,-,-,-,1,-,4,37,16
S00094134,71,24,3,5,-,-,-,-,-,-,24,15
S00094135,145,57,24,8,-,-,-,1,-,-,47,8
S00094136,162,46,30,20,-,-,-,-,-,3,50,13
S00094137,79,47,3,-,-,-,-,-,-,-,22,7
S00094138,118,26,10,11,-,-,-,-,-,1,54,16
S00094139,53,13,6,11,-,-,-,-,-,-,13,10
S00094140,110,30,10,3,-,2,-,-,-,4,48,13
S00094141,64,17,3,8,-,-,-,-,-,-,32,4
S00094142,109,24,16,13,1,-,-,-,-,-,39,16
S00094143,78,27,8,6,2,-,-,-,-,1,26,8
S00094144,126,51,13,5,-,-,-,-,-,-,45,12
S00094145,95,34,7,11,1,-,-,-,-,-,33,9
S00094146,75,42,9,2,-,-,-,-,-,-,11,11
S00094147,117,67,8,9,-,-,-,-,-,-,27,6
S00094148,150,53,14,20,-,-,-,-,-,1,49,13
S00094149,61,33,-,6,-,-,1,-,-,-,16,5
S00094150,60,27,4,7,-,-,-,2,-,-,16,4
S00094151,83,30,8,7,1,-,-,-,-,-,24,13
S00094152,114,26,10,19,-,-,-,1,-,-,46,12
S00094153,68,28,4,3,-,-,-,-,-,1,26,6
S00094154,117,33,13,15,6,-,-,-,-,2,37,11
S00094155,128,49,12,6,-,-,-,-,-,1,53,7
S00094156,143,76,5,6,-,-,-,-,-,-,41,15
S00094157,205,109,14,15,-,-,-,-,-,-,58,9
S00094158,157,85,10,6,1,-,-,-,-,1,49,5
S00094159,78,45,2,7,1,-,-,-,-,-,20,3
S00094160,71,48,4,1,-,-,-,-,-,-,11,7
S00094161,62,53,1,3,-,-,-,-,-,-,4,1
S00094162,99,71,6,7,1,-,-,-,-,-,13,1
S00094163,161,102,6,12,-,-,-,-,-,-,34,7
S00094164,106,30,11,4,-,-,-,-,-,1,52,8
S00094165,99,33,6,4,1,-,-,-,-,-,48,7
S00094166,126,73,12,3,-,-,-,1,-,1,31,5
S00094167,101,54,5,5,-,-,-,-,-,-,31,6
S00094168,129,68,5,2,-,-,-,-,-,-,46,8
S00094169,51,36,1,6,-,-,-,-,-,-,8,-
S00094170,102,52,2,8,-,-,-,2,-,-,26,12
S00094171,77,34,15,3,1,-,-,1,-,-,19,4
S00094172,198,75,24,4,-,-,-,5,-,-,83,7
S00094173,56,35,4,2,-,-,1,-,-,-,10,4
S00094174,102,43,4,4,-,-,-,-,-,-,43,8
S00094175,143,65,7,8,-,-,-,5,-,-,49,9
S00094176,136,78,6,10,-,-,-,-,-,1,33,8
S00094177,160,95,9,13,-,-,-,-,-,-,35,8
S00094178,102,50,8,6,-,-,-,-,-,-,28,10
S00094179,75,48,2,-,1,-,-,-,-,-,15,9
S00094180,165,68,12,8,-,-,-,-,-,1,65,11
S00094181,82,56,1,3,-,-,-,-,-,-,15,7
S00094182,97,53,6,3,-,-,-,-,-,-,29,6
S00094183,88,54,3,3,-,-,-,-,-,2,18,8
S00094184,105,60,3,5,-,-,-,-,-,-,28,9
S00094185,102,34,8,1,-,-,-,-,-,-,45,14
S00094186,90,56,3,4,-,-,-,-,-,-,21,6
S00094187,72,44,5,5,-,-,-,-,-,-,14,4
S00094188,54,30,-,1,-,-,-,-,-,-,19,4
S00094189,100,58,3,3,-,-,-,-,-,1,25,10
S00094190,52,28,2,3,-,-,-,-,-,-,18,1
S00094191,86,34,7,8,-,-,-,-,-,-,23,14
S00094192,98,71,3,3,-,-,-,-,-,1,18,2
S00094193,162,88,12,16,1,-,-,-,-,-,39,6
S00094194,147,82,14,6,-,-,-,-,-,-,31,14
S00094195,91,56,1,6,-,-,-,-,-,-,20,8
S00094196,114,55,5,4,-,-,-,-,-,1,45,4
S00094197,89,53,-,-,-,-,-,-,-,-,34,2
S00094198,126,68,12,3,-,-,-,-,-,-,30,13
S00094199,71,43,3,5,-,-,-,-,-,-,15,5
S00094200,173,88,5,15,-,-,-,-,-,-,51,14
S00094201,111,45,14,7,-,-,-,-,-,-,38,7
S00094202,149,64,6,6,-,-,-,1,-,-,53,19
S00094203,60,24,11,2,-,-,-,-,-,-,18,5
S00094204,101,41,18,1,-,-,-,-,-,-,29,12
S00094205,115,50,21,9,-,-,-,-,-,-,28,7
S00094206,108,35,18,-,-,-,-,-,-,1,45,9
S00094207,146,44,16,10,1,-,-,-,-,2,66,7
S00094208,80,34,19,-,-,-,-,-,-,-,26,1
S00094209,130,37,18,5,-,-,-,-,-,-,54,16
S00094210,135,52,24,9,-,-,-,-,-,2,43,5
S00094211,82,21,18,3,1,-,-,-,-,-,37,2
S00094212,110,25,23,2,-,-,-,-,-,-,50,10
S00094213,52,22,20,4,-,-,-,-,-,-,4,2
S00094214,128,50,13,10,-,-,-,-,-,4,41,10
S00094215,67,28,9,4,-,-,-,-,-,1,18,7
S00094216,133,45,16,11,-,-,-,-,-,2,41,18
S00094217,84,49,5,-,-,-,-,3,-,1,22,4
S00094218,99,31,17,2,-,-,-,-,-,-,41,8
S00094219,108,37,13,5,-,-,-,-,-,-,49,4
S00094220,106,53,11,4,-,-,1,-,-,1,29,7
S00094221,125,53,23,6,-,-,-,-,-,1,37,5
S00094222,113,41,28,9,-,-,-,-,-,-,27,8
S00094223,126,49,17,6,-,-,-,-,-,3,36,15
S00094224,90,49,11,9,-,-,-,-,-,-,18,3
S00094225,126,65,13,3,-,-,-,-,-,-,31,14
S00094226,93,43,15,1,-,-,-,-,-,-,23,11
S00094227,65,19,10,4,1,-,-,-,-,-,27,4
S00094228,94,40,17,8,-,-,-,-,-,-,22,7
S00094229,83,27,16,4,1,-,-,-,-,-,30,5
S00094230,88,27,17,6,-,-,-,-,-,1,33,4
S00094231,82,37,8,5,-,-,-,-,-,-,20,12
