oa_code,All households,One person household: Aged 65 and over,One person household: Aged under 65,One family only: All aged 65 and over,One family only: Married or same-sex civil partnership couple: No children,One family only: Married or same-sex civil partnership couple: With dependent children,One family only: Married or same-sex civil partnership couple: All children non-dependent,One family only: Cohabiting couple: No children,One family only: Cohabiting couple: With dependent children,One family only: Cohabiting couple: All children non-dependent,One family only: Lone parent: With dependent children,One family only: Lone parent: All children non-dependent,Other households: With dependent children,Other households: All full-time students,Other households: All aged 65 and over,Other households: Other
S00099349,46,11,1,5,10,10,3,1,4,-,1,-,-,-,-,-
S00099350,51,11,2,11,6,6,3,2,3,1,2,2,-,-,1,1
S00099351,53,9,6,6,10,15,2,1,2,-,-,2,-,-,-,-
S00099352,56,10,6,16,11,5,3,1,1,-,-,3,-,-,-,-
S00099353,49,11,3,9,7,7,4,2,-,-,1,2,-,-,1,2
S00099354,39,5,4,10,5,8,2,1,1,-,2,1,-,-,-,-
S00099355,73,8,9,14,12,17,2,1,-,-,2,6,1,-,-,1
S00099356,66,4,10,12,13,9,8,2,1,-,1,4,1,-,-,1
S00099357,46,10,4,5,11,4,5,-,1,-,3,1,1,-,-,1
S00099358,41,12,16,1,4,-,2,3,1,-,-,1,1,-,-,-
S00099359,56,12,5,7,9,11,5,-,1,1,3,2,-,-,-,-
S00099360,48,6,5,7,8,12,3,4,1,-,-,2,-,-,-,-
S00099361,23,1,1,5,3,5,3,1,1,1,1,-,1,-,-,-
S00099362,68,9,6,16,10,10,4,7,-,-,2,3,1,-,-,-
S00099363,43,6,2,9,4,9,2,3,3,1,3,-,1,-,-,-
S00099364,46,23,3,8,5,-,-,1,2,-,1,2,-,-,-,1
S00099365,58,16,19,5,5,2,1,-,4,-,3,2,1,-,-,-
S00099366,45,15,16,5,2,-,1,1,2,-,3,-,-,-,-,-
S00099367,49,31,6,7,3,-,-,1,-,-,1,-,-,-,-,-
S00099368,46,7,1,8,5,16,3,2,-,-,1,2,-,-,-,1
S00099369,63,10,4,14,7,15,5,-,1,1,3,1,1,-,-,1
S00099370,45,10,4,3,7,10,4,-,2,-,-,-,1,-,-,4
S00099371,41,2,4,4,9,6,7,-,1,1,2,4,1,-,-,-
S00099372,54,7,3,10,9,8,5,2,1,1,4,2,2,-,-,-
S00099373,74,3,7,3,12,15,11,-,-,2,13,5,2,1,-,-
S00099374,64,14,7,10,8,8,8,1,-,1,4,1,-,1,1,-
S00099375,47,7,1,13,9,6,4,1,3,-,2,-,-,-,-,1
S00099376,69,14,6,10,16,10,7,1,1,-,1,1,2,-,-,-
S00099377,41,5,3,11,5,7,5,2,-,1,1,1,-,-,-,-
S00099378,52,9,11,-,2,12,4,1,1,-,6,5,-,-,-,1
S00099379,51,6,5,7,13,11,3,-,1,-,2,3,-,-,-,-
S00099380,61,13,6,10,9,10,5,2,2,1,1,2,-,-,-,-
S00099381,55,15,1,17,5,8,4,2,1,-,1,1,-,-,-,-
S00099382,57,10,6,8,12,8,8,2,-,1,-,1,1,-,-,-
S00099383,48,7,2,6,15,9,3,2,-,-,3,1,-,-,-,-
S00099384,41,4,1,7,9,9,2,3,-,-,3,2,1,-,-,-
S00099385,48,6,4,7,9,7,9,1,1,-,-,2,1,-,-,1
S00099386,64,7,7,10,16,11,5,1,2,1,3,1,-,-,-,-
S00099387,56,4,3,8,17,12,4,1,2,-,1,3,-,-,-,1
S00099388,59,7,7,10,12,10,4,2,-,-,4,3,-,-,-,-
S00099389,41,6,9,5,6,3,1,1,1,-,5,4,-,-,-,-
S00099390,58,7,6,5,8,18,3,3,1,-,-,4,1,-,1,1
S00099391,30,8,2,3,3,1,3,-,1,-,3,4,-,-,-,2
S00099392,44,-,10,4,6,4,5,1,8,-,1,2,-,-,2,1
S00099393,48,17,16,3,3,-,2,2,1,-,2,1,-,-,1,-
S00099394,48,2,10,1,3,5,2,-,1,-,21,3,-,-,-,-
S00099395,58,25,12,3,3,4,2,-,2,-,7,-,-,-,-,-
S00099396,42,8,5,3,9,5,1,3,-,-,5,2,-,-,-,1
S00099397,42,6,3,1,2,7,6,-,1,1,11,1,2,-,-,1
S00099398,68,-,10,-,9,21,4,5,5,1,7,-,4,-,-,2
S00099399,24,-,2,-,2,14,2,1,2,-,1,-,-,-,-,-
S00099400,74,4,21,7,7,-,2,3,5,-,17,6,2,-,-,-
S00099401,33,4,4,-,3,2,1,2,2,1,9,3,1,-,-,1
S00099402,47,6,14,-,5,2,4,1,1,-,9,3,2,-,-,-
S00099403,30,2,14,1,3,2,2,-,1,-,2,1,2,-,-,-
S00099404,54,9,9,5,9,3,3,2,-,-,5,7,2,-,-,-
S00099405,61,3,23,2,7,3,2,9,1,-,8,2,-,-,-,1
S00099406,66,4,32,-,5,7,-,-,4,-,6,2,1,2,-,3
S00099407,35,5,5,-,3,-,2,-,4,1,11,3,1,-,-,-
S00099408,39,2,10,3,2,2,2,-,-,-,9,4,5,-,-,-
S00099409,68,3,10,4,16,17,4,3,5,-,4,-,1,-,-,1
S00099410,40,14,5,6,6,3,3,2,-,-,-,-,-,-,-,1
S00099411,43,4,2,6,14,6,4,-,2,-,2,2,-,-,1,-
S00099412,35,4,5,12,8,3,-,-,-,-,-,1,1,-,1,-
S00099413,57,8,16,4,8,2,1,5,1,1,5,3,1,-,-,2
S00099414,24,6,1,2,4,5,1,1,1,-,2,-,-,-,-,1
S00099415,42,3,12,5,4,8,3,2,-,-,2,-,-,-,-,3
S00099416,45,3,22,2,5,6,2,-,1,-,2,1,-,-,-,1
S00099417,38,8,5,7,5,5,1,3,1,-,-,2,-,-,-,1
S00099418,51,-,3,2,4,22,3,2,5,1,5,-,2,-,-,2
S00099419,62,2,5,2,8,23,4,5,8,-,1,-,-,-,-,4
S00099420,35,5,7,4,8,4,2,-,1,-,2,1,-,-,-,1
S00099421,77,1,7,4,15,12,9,7,9,1,6,2,3,-,-,1
S00099422,50,-,1,-,8,19,2,5,9,-,4,-,1,-,-,1
S00099423,58,1,5,1,8,23,4,5,4,-,2,1,3,-,-,1
S00099424,50,19,5,4,3,3,3,-,4,-,4,3,-,-,1,1
S00099425,75,1,5,3,16,20,4,3,6,2,11,3,-,-,-,1
S00099426,33,6,4,6,9,3,3,1,1,-,-,-,-,-,-,-
S00099427,55,15,11,5,9,4,3,3,-,-,-,3,-,-,-,2
S00099428,42,8,4,7,10,6,1,1,1,-,2,1,-,-,-,1
S00099429,35,8,6,-,2,2,-,3,-,-,2,2,1,4,-,5
S00099430,64,5,41,-,1,4,1,4,-,-,-,-,-,6,-,2
S00099431,45,1,19,1,3,4,-,4,1,-,2,-,1,4,-,5
S00099432,25,3,1,5,5,-,4,2,-,-,2,2,-,-,-,1
S00099433,47,4,2,1,5,4,3,-,2,1,8,9,2,-,1,5
S00099434,35,6,3,2,6,1,1,-,4,2,4,5,-,-,-,1
S00099435,32,1,4,4,5,7,6,2,2,-,-,-,1,-,-,-
S00099436,59,28,14,3,2,1,1,6,-,-,1,1,-,-,-,2
S00099437,30,-,17,-,-,4,1,1,-,-,2,1,-,3,-,1
S00099438,29,-,9,-,-,-,-,4,-,-,1,-,2,10,-,3
S00099439,42,9,20,-,2,3,2,1,-,-,2,-,2,-,-,1
S00099440,50,9,5,8,7,6,5,-,3,1,3,2,1,-,-,-
S00099441,44,20,6,8,4,1,1,3,-,-,1,-,-,-,-,-
S00099442,45,6,10,2,4,2,1,2,4,2,7,5,-,-,-,-
S00099443,53,5,19,1,2,6,1,3,2,2,9,2,1,-,-,-
S00099444,52,5,6,1,2,5,-,-,6,-,21,3,1,-,-,2
S00099445,40,3,4,2,8,8,7,2,1,2,2,-,-,-,-,1
S00099446,31,6,10,1,-,2,2,1,-,-,2,2,-,4,-,1
S00099447,50,8,19,-,1,3,2,2,4,-,8,3,-,-,-,-
S00099448,28,7,3,-,3,3,1,-,1,1,4,2,1,-,1,1
S00099449,69,6,11,2,8,8,3,2,6,-,14,7,2,-,-,-
S00099450,36,4,7,4,4,2,2,1,2,-,8,1,1,-,-,-
S00099451,40,3,18,1,2,2,2,7,-,-,-,-,1,4,-,-
S00099452,50,9,9,4,7,1,3,5,1,-,4,6,-,-,-,1
S00099453,31,6,9,1,4,5,1,1,-,-,2,2,-,-,-,-
S00099454,38,3,16,1,4,2,1,6,-,-,3,1,-,-,-,1
S00099455,44,8,10,6,6,3,2,1,6,-,-,1,1,-,-,-
S00099456,35,17,3,11,2,-,-,-,-,-,-,2,-,-,-,-
S00099457,37,5,6,6,7,3,2,3,-,1,1,1,-,-,-,2
S00099458,56,8,13,5,3,4,1,1,3,-,4,1,3,9,-,1
S00099459,53,3,27,1,3,3,-,3,1,-,3,2,2,1,-,4
S00099460,55,32,18,2,1,-,-,-,-,-,1,-,-,1,-,-
S00099461,76,13,41,1,3,3,1,2,2,-,1,5,-,1,-,3
S00099462,34,2,21,-,4,2,-,-,-,-,1,-,1,2,-,1
S00099463,26,4,11,1,1,3,1,-,1,-,1,-,-,-,-,3
S00099464,56,9,31,1,1,3,2,2,1,-,2,2,-,1,-,1
S00099465,84,11,49,-,3,2,-,4,1,-,10,3,-,-,-,1
S00099466,49,11,25,-,4,2,-,4,-,-,-,3,-,-,-,-
S00099467,50,5,6,4,11,13,3,1,3,-,2,2,-,-,-,-
S00099468,74,1,5,-,17,25,2,4,9,1,7,-,1,1,-,1
S00099469,33,-,6,1,-,16,2,2,2,-,2,-,2,-,-,-
S00099470,23,-,3,1,4,7,-,2,1,-,4,1,-,-,-,-
S00099471,25,1,5,1,4,3,1,5,2,-,2,-,-,-,-,1
S00099472,56,-,2,-,9,27,5,2,4,-,2,1,2,-,-,2
S00099473,66,-,3,2,12,28,4,4,6,-,5,1,1,-,-,-
S00099474,61,1,15,2,16,11,2,3,4,-,5,-,-,-,-,2
S00099475,70,5,35,5,3,2,2,3,1,-,8,1,1,3,-,1
S00099476,29,2,9,1,-,1,2,4,1,-,6,2,-,-,1,-
S00099477,51,16,12,10,3,3,2,-,2,1,1,1,-,-,-,-
S00099478,60,22,10,13,4,-,3,1,-,-,2,4,-,-,-,1
S00099479,66,1,41,-,1,-,1,8,3,-,5,-,2,3,-,1
S00099480,54,21,9,4,4,7,2,2,-,-,2,1,1,-,-,1
S00099481,21,6,3,1,-,3,2,1,-,-,3,1,1,-,-,-
S00099482,30,2,5,1,5,4,3,-,2,-,6,2,-,-,-,-
S00099483,31,3,1,2,6,5,2,2,2,-,2,4,1,-,-,1
S00099484,39,5,5,4,1,5,2,-,3,1,8,3,2,-,-,-
S00099485,30,3,4,1,4,8,2,1,1,-,-,2,3,-,1,-
S00099486,62,25,6,7,1,3,1,1,2,-,5,7,4,-,-,-
S00099487,45,-,7,1,4,5,1,2,3,-,13,6,1,-,-,2
S00099488,37,3,4,1,7,6,4,-,1,-,7,1,2,-,-,1
S00099489,57,1,8,1,12,13,3,3,9,-,7,-,-,-,-,-
S00099490,58,2,7,4,7,14,5,6,3,-,3,3,3,-,-,1
S00099491,31,17,2,-,5,2,1,1,-,-,-,1,-,1,-,1
S00099492,38,1,12,-,-,5,2,-,1,-,11,2,1,1,-,2
S00099493,52,2,21,-,2,1,1,8,2,-,7,2,-,4,-,2
S00099494,51,2,26,-,5,1,-,8,1,1,4,-,-,1,-,2
S00099495,39,3,17,-,2,3,1,3,-,-,4,1,-,3,-,2
S00099496,35,6,4,-,1,7,6,1,2,-,5,2,1,-,-,-
S00099497,87,4,32,2,11,5,1,9,2,-,12,5,1,-,-,3
S00099498,49,-,9,-,1,2,-,3,-,-,-,-,2,28,-,4
S00099499,71,17,15,8,9,4,3,4,1,1,7,1,1,-,-,-
S00099500,39,6,16,4,4,-,2,-,1,-,-,2,1,-,-,3
S00099501,29,6,2,4,7,7,2,-,-,1,-,-,-,-,-,-
S00099502,60,5,15,1,12,4,4,4,3,1,7,2,1,-,-,1
S00099503,46,9,2,7,4,13,2,3,3,-,-,1,2,-,-,-
S00099504,79,5,48,1,2,3,2,5,-,-,1,4,-,5,-,3
S00099505,43,-,15,-,-,-,-,4,1,-,5,1,2,14,-,1
S00099506,34,7,5,6,3,2,6,-,1,-,3,-,1,-,-,-
S00099507,74,1,37,-,1,1,-,10,2,-,3,2,-,6,-,11
S00099508,22,-,5,1,2,-,2,2,1,-,6,1,2,-,-,-
S00099509,30,3,3,-,6,3,2,-,2,-,6,3,1,-,1,-
S00099510,36,5,6,3,5,5,1,1,3,-,1,1,1,-,1,3
S00099511,41,3,9,-,4,2,4,-,1,-,14,2,2,-,-,-
S00099512,22,1,3,2,6,-,3,-,1,1,3,-,1,-,-,1
S00099513,58,11,20,7,3,3,1,-,1,-,7,3,1,-,-,1
S00099514,52,10,26,1,2,3,1,3,-,-,4,2,-,-,-,-
S00099515,25,2,1,6,6,1,5,-,-,-,3,-,-,-,-,1
S00099516,55,9,9,9,11,6,3,1,1,1,-,3,2,-,-,-
S00099517,42,7,22,-,-,-,-,3,-,-,10,-,-,-,-,-
S00099518,42,10,21,-,2,1,1,1,2,-,3,1,-,-,-,-
S00099519,47,3,13,2,1,1,1,-,6,-,12,4,3,-,-,1
S00099520,36,4,17,-,2,-,1,1,2,-,6,3,-,-,-,-
S00099521,48,2,21,1,1,3,-,-,5,1,11,3,-,-,-,-
S00099522,28,1,4,-,2,3,4,1,5,1,-,3,3,-,-,1
S00099523,31,5,1,2,10,3,4,1,-,1,-,1,1,-,-,2
S00099524,67,7,22,2,13,3,3,8,1,1,5,2,-,-,-,-
S00099525,40,2,4,5,6,8,9,1,-,-,1,4,-,-,-,-
S00099526,45,6,10,5,8,3,2,3,1,1,3,1,1,-,-,1
S00099527,36,1,4,2,3,13,-,4,4,-,4,1,-,-,-,-
S00099528,70,1,6,3,8,37,9,1,-,2,2,-,1,-,-,-
S00099529,51,1,2,1,12,19,2,4,2,-,8,-,-,-,-,-
S00099530,54,2,3,-,12,24,4,3,3,1,1,-,1,-,-,-
S00099531,76,1,7,1,10,30,3,5,9,2,5,1,-,-,-,2
S00099532,63,-,2,1,6,32,4,2,8,1,4,-,3,-,-,-
S00099533,53,-,2,-,9,26,2,5,6,1,2,-,-,-,-,-
S00099534,45,1,1,-,6,27,2,2,5,-,-,-,-,-,-,1
S00099535,27,-,2,-,5,8,2,5,3,-,1,1,-,-,-,-
S00099536,29,5,3,4,9,3,2,-,-,-,-,2,1,-,-,-
S00099537,68,-,5,1,9,26,5,3,6,-,7,-,4,-,-,2
S00099538,51,3,29,1,2,-,1,2,2,-,-,-,-,7,-,4
S00099539,48,-,10,-,-,-,1,4,1,-,-,-,-,21,-,11
S00099540,40,5,23,1,2,1,-,-,-,-,6,-,1,-,-,1
S00099541,59,8,23,2,-,1,1,3,1,-,5,3,-,10,-,2
S00099542,28,-,2,-,-,1,-,3,-,-,-,-,-,12,-,10
S00099543,65,-,34,1,2,1,-,5,-,-,1,-,-,9,-,12
S00099544,48,2,20,-,1,2,1,4,-,-,3,1,-,14,-,-
S00099545,55,1,25,-,-,-,-,11,1,-,1,-,-,10,-,6
S00099546,92,3,57,-,6,2,-,3,-,-,5,-,-,9,-,7
S00099547,61,-,15,-,2,2,-,7,2,-,3,-,-,14,-,16
S00099548,50,4,17,2,5,3,-,3,1,-,3,2,3,6,-,1
S00099549,46,5,14,-,5,4,2,3,1,-,6,3,2,-,-,1
S00099550,86,-,40,-,7,3,-,7,3,1,5,2,1,7,-,10
S00099551,73,1,20,1,8,6,-,2,5,2,19,7,-,1,-,1
S00099552,51,2,19,-,1,-,1,2,-,-,1,1,-,18,-,6
S00099553,76,-,37,-,4,3,-,13,2,1,-,-,-,7,-,9
S00099554,52,-,22,-,5,3,2,3,1,-,2,1,2,4,-,7
S00099555,76,-,32,1,4,4,1,10,3,-,3,-,1,7,-,10
S00099556,53,-,25,2,4,5,-,7,-,-,-,1,-,1,-,8
S00099557,30,-,10,-,1,3,-,5,1,-,1,1,-,7,-,1
S00099558,67,4,27,2,5,5,1,6,2,-,2,-,-,7,-,6
S00099559,58,2,22,-,3,3,1,5,3,-,1,1,-,12,-,5
S00099560,53,-,22,1,2,1,-,8,3,-,7,-,1,4,-,4
S00099561,41,13,13,3,1,1,1,1,-,-,1,1,1,4,1,-
S00099562,38,4,17,-,1,-,1,-,1,-,2,-,1,6,-,5
S00099563,47,2,14,1,3,2,3,3,1,-,4,1,1,8,-,4
S00099564,51,1,23,1,3,1,-,6,-,-,1,2,-,12,-,1
S00099565,37,2,4,1,2,3,-,3,-,-,7,4,-,9,-,2
S00099566,26,-,6,-,2,1,-,2,-,-,1,-,-,10,-,4
S00099567,24,-,11,-,1,-,-,2,-,-,-,-,-,9,-,1
S00099568,36,-,6,1,3,4,-,-,-,-,-,3,-,14,-,5
S00099569,55,2,9,1,1,1,-,2,1,-,-,2,-,24,-,12
S00099570,59,5,22,1,-,-,-,9,-,-,1,-,-,18,-,3
S00099571,54,-,17,-,2,1,-,6,-,-,-,1,-,19,-,8
S00099572,64,2,26,-,1,1,-,7,-,-,1,-,-,20,-,6
S00099573,46,-,16,-,1,1,-,7,1,-,-,-,-,17,-,3
S00099574,43,1,21,-,-,-,-,5,1,-,5,4,-,4,-,2
S00099575,55,2,8,5,7,19,3,4,4,-,2,-,-,-,-,1
S00099576,53,1,12,1,11,13,-,4,-,-,4,2,1,2,-,2
S00099577,32,-,16,-,2,4,-,-,1,-,-,-,1,6,-,2
S00099578,60,6,23,2,5,7,2,5,1,-,1,1,-,3,-,4
S00099579,48,6,6,1,11,9,3,4,1,-,4,1,1,-,-,1
S00099580,53,10,4,9,3,7,4,5,-,1,7,-,1,1,-,1
S00099581,66,5,21,8,13,6,4,5,-,-,1,1,-,1,-,1
S00099582,47,-,26,-,1,3,-,1,-,-,2,-,1,9,-,4
S00099583,32,4,12,-,2,3,2,4,-,-,-,3,-,2,-,-
S00099584,56,27,11,2,3,1,-,3,-,-,2,1,-,4,1,1
S00099585,66,4,17,2,5,2,1,12,1,-,2,-,1,16,-,3
S00099586,61,1,24,-,4,4,-,10,-,-,4,-,-,7,-,7
S00099587,64,-,11,-,1,5,-,3,-,-,6,2,-,28,-,8
S00099588,63,-,12,1,1,1,1,5,-,-,-,1,-,32,-,9
S00099589,59,33,7,3,4,1,3,1,-,-,3,2,-,-,2,-
S00099590,55,11,7,11,10,-,5,-,1,1,1,2,1,-,1,4
S00099591,35,2,17,2,2,1,-,-,-,-,4,5,-,-,-,2
S00099592,50,5,17,4,5,5,1,1,-,-,7,1,-,2,-,2
S00099593,72,19,19,3,2,5,2,2,4,-,11,3,-,2,-,-
S00099594,49,2,26,-,2,3,-,6,1,-,5,-,-,-,-,4
S00099595,51,11,27,4,3,1,1,3,-,-,1,-,-,-,-,-
S00099596,55,37,9,7,2,-,-,-,-,-,-,-,-,-,-,-
S00099597,50,11,22,3,-,-,-,2,-,-,8,2,-,-,1,1
S00099598,66,11,22,4,3,-,1,3,5,1,11,3,-,-,-,2
S00099599,45,7,17,3,4,-,3,2,1,1,3,1,3,-,-,-
S00099600,34,4,13,1,1,2,-,1,2,-,6,1,1,-,-,2
S00099601,64,2,31,-,5,5,1,3,-,1,7,1,3,-,-,5
S00099602,39,3,12,-,3,1,1,1,1,2,10,4,-,-,-,1
S00099603,39,5,8,1,5,3,2,2,2,1,5,4,1,-,-,-
S00099604,38,15,6,10,6,-,-,-,-,-,-,-,-,-,-,1
S00099605,36,11,3,10,1,3,3,-,1,2,1,1,-,-,-,-
S00099606,47,22,1,8,5,2,5,1,-,1,1,1,-,-,-,-
S00099607,35,1,16,-,1,3,-,2,1,-,8,1,-,-,-,2
S00099608,68,1,14,2,5,4,1,3,5,-,23,4,1,2,-,3
S00099609,76,11,37,3,5,3,1,3,4,-,6,1,2,-,-,-
S00099610,37,1,6,3,10,6,3,1,2,-,1,3,1,-,-,-
S00099611,47,19,7,7,3,1,-,-,-,1,5,2,-,-,-,2
S00099612,46,17,15,5,2,1,1,-,1,-,2,1,-,-,-,1
S00099613,61,14,11,7,4,9,3,1,1,-,3,5,-,1,-,2
S00099614,60,19,25,3,-,-,1,2,-,1,4,3,-,-,-,2
S00099615,32,8,8,5,3,1,1,2,-,-,3,-,-,1,-,-
S00099616,38,11,5,8,2,-,3,3,2,-,1,3,-,-,-,-
S00099617,40,11,6,4,3,2,1,1,-,-,3,4,3,-,1,1
S00099618,36,3,15,2,4,2,1,1,1,1,5,1,-,-,-,-
S00099619,67,2,19,3,7,8,3,1,5,-,7,4,3,4,-,1
S00099620,84,19,45,4,3,2,-,2,1,-,7,-,1,-,-,-
S00099621,46,1,27,-,2,-,-,6,3,-,2,-,1,-,-,4
S00099622,72,2,33,-,4,5,2,8,-,-,4,2,1,6,-,5
S00099623,41,2,7,2,8,3,1,4,1,-,2,2,2,6,-,1
S00099624,29,12,3,-,1,-,1,1,1,-,6,1,2,-,-,1
S00099625,34,1,5,2,4,7,7,1,1,-,3,3,-,-,-,-
S00099626,36,4,10,-,3,2,1,7,-,-,3,3,-,2,-,1
S00099627,22,3,4,-,2,8,-,1,-,-,-,-,1,-,-,3
S00099628,66,1,16,1,11,14,8,1,3,1,6,1,2,1,-,-
S00099629,70,6,41,-,5,2,-,2,1,-,4,2,-,6,-,1
S00099630,38,10,14,1,2,1,2,1,1,-,3,-,1,2,-,-
S00099631,45,4,19,2,3,-,1,2,-,-,4,3,3,2,-,2
S00099632,34,-,20,-,1,1,-,7,1,-,3,-,-,1,-,-
S00099633,49,1,24,1,4,4,-,7,-,-,4,3,-,-,-,1
S00099634,49,6,12,5,2,5,-,5,1,-,3,4,1,-,-,5
S00099635,32,6,6,2,1,-,3,3,1,-,5,4,-,1,-,-
S00099636,59,11,24,-,4,2,1,4,-,-,10,1,-,-,-,2
S00099637,38,11,11,3,5,1,2,2,-,-,2,-,-,-,-,1
S00099638,50,23,17,2,-,2,1,2,1,-,-,1,-,-,-,1
S00099639,29,5,6,1,2,2,1,2,2,-,5,2,1,-,-,-
S00099640,58,21,7,4,3,2,1,2,3,1,6,2,1,-,1,4
S00099641,82,28,25,6,3,3,1,2,2,-,3,4,1,-,1,3
S00099642,61,9,4,10,15,9,7,1,1,1,1,2,-,-,-,1
S00099643,28,7,2,5,5,3,1,1,1,1,-,-,1,-,-,1
S00099644,45,6,5,6,6,10,3,-,2,-,5,2,-,-,-,-
S00099645,44,3,5,8,9,7,1,3,3,1,3,-,-,-,-,1
S00099646,44,3,13,5,9,5,2,1,-,3,1,-,1,1,-,-
S00099647,45,6,14,2,7,5,2,2,3,-,3,-,1,-,-,-
S00099648,26,1,3,-,3,7,2,2,1,-,4,1,1,-,-,1
S00099649,55,8,6,3,6,5,11,1,2,-,7,1,3,-,-,2
S00099650,43,1,3,3,10,9,5,3,4,-,2,-,3,-,-,-
S00099651,49,1,5,4,7,8,9,4,2,-,2,2,3,-,-,2
S00099652,69,4,48,-,2,1,-,4,2,-,2,3,-,1,-,2
S00099653,46,6,12,1,2,-,1,8,2,-,2,1,1,4,-,6
S00099654,76,5,41,5,6,1,-,4,1,1,3,-,1,4,-,4
S00099655,50,1,31,-,6,2,2,-,2,-,4,-,2,-,-,-
S00099656,68,1,37,-,9,2,1,5,-,-,4,-,1,3,-,5
S00099657,41,1,11,-,5,-,2,5,-,-,2,1,-,8,-,6
S00099658,42,1,15,2,3,3,1,6,3,-,1,1,-,1,-,5
S00099659,56,7,14,2,3,3,-,3,1,-,5,4,1,5,-,8
S00099660,36,3,2,3,3,6,3,2,-,-,5,1,2,1,1,4
S00099661,58,4,27,-,4,2,-,5,1,-,6,-,-,4,-,5
S00099662,43,4,7,5,6,5,3,4,3,-,2,1,1,-,-,2
S00099663,51,5,22,5,4,-,-,3,4,1,-,3,1,-,-,3
S00099664,41,9,2,7,5,8,6,2,1,-,-,1,-,-,-,-
S00099665,52,7,7,7,5,7,2,4,1,-,9,3,-,-,-,-
S00099666,35,8,8,4,2,-,2,6,1,-,1,3,-,-,-,-
S00099667,54,16,15,8,5,-,-,6,1,-,2,1,-,-,-,-
S00099668,41,7,13,-,1,1,1,-,2,-,12,1,-,-,-,3
S00099669,51,-,7,2,6,13,3,5,3,1,4,3,4,-,-,-
S00099670,44,3,5,-,5,11,3,2,5,-,6,1,3,-,-,-
S00099671,46,1,8,-,6,19,4,1,2,-,3,2,-,-,-,-
S00099672,50,8,20,3,5,1,-,4,2,1,2,2,-,-,-,2
S00099673,60,12,19,3,2,4,2,3,1,-,8,4,1,-,-,1
S00099674,44,2,7,5,7,5,4,1,1,1,3,3,4,-,-,1
S00099675,40,3,1,-,2,17,-,3,4,1,4,-,2,-,-,3
S00099676,42,-,1,1,7,14,5,3,4,1,1,1,2,-,-,2
S00099677,34,4,13,2,1,7,-,-,1,-,6,-,-,-,-,-
S00099678,23,2,3,2,4,2,2,-,1,-,3,3,-,-,-,1
S00099679,42,1,3,4,10,4,5,2,1,-,7,2,-,-,-,3
S00099680,31,4,5,3,3,1,-,1,3,1,7,1,1,-,-,1
S00099681,40,1,5,1,2,15,4,-,5,-,3,-,2,-,-,2
S00099682,63,5,8,2,4,12,5,6,4,1,7,4,4,-,-,1
S00099683,39,1,3,1,6,6,3,3,9,2,2,2,1,-,-,-
S00099684,57,-,7,-,7,20,4,6,5,-,6,1,1,-,-,-
S00099685,27,-,2,2,4,6,4,-,2,2,2,1,1,-,-,1
S00099686,45,2,10,4,3,7,5,6,1,-,3,1,2,-,-,1
S00099687,51,3,3,5,6,12,10,-,3,-,4,2,2,-,-,1
S00099688,29,1,5,-,7,5,1,-,2,-,3,3,1,-,-,1
S00099689,64,-,8,-,1,13,4,5,10,1,18,-,3,-,-,1
S00099690,59,2,8,1,7,15,5,2,8,2,5,1,2,-,-,1
S00099691,45,5,7,2,1,3,5,-,2,-,8,5,3,-,-,4
S00099692,45,1,9,2,4,5,6,1,2,2,4,6,3,-,-,-
S00099693,37,-,8,1,1,6,3,-,4,-,11,-,3,-,-,-
S00099694,37,3,12,1,4,2,1,-,1,-,7,4,-,-,-,2
S00099695,66,1,16,1,3,6,1,-,4,-,24,6,4,-,-,-
S00099696,45,1,10,3,5,3,3,-,1,-,13,3,2,-,-,1
S00099697,38,-,9,-,6,6,3,-,2,-,4,3,2,-,-,3
S00099698,63,3,12,1,8,15,7,2,6,-,2,5,1,-,-,1
S00099699,49,-,3,1,14,15,2,1,7,-,2,1,3,-,-,-
S00099700,51,3,2,1,11,16,1,5,5,-,4,-,3,-,-,-
S00099701,46,6,10,6,8,4,3,3,1,-,-,2,2,-,-,1
S00099702,52,2,13,3,6,11,4,5,5,-,3,-,-,-,-,-
S00099703,52,1,6,-,12,11,6,2,5,-,4,1,2,-,-,2
S00099704,36,4,3,4,5,6,5,3,1,-,3,-,1,-,-,1
S00099705,38,4,1,8,10,3,8,-,1,1,1,1,-,-,-,-
S00099706,60,5,5,5,17,12,3,1,3,-,6,1,-,-,-,2
S00099707,29,5,2,6,3,5,2,1,-,1,2,1,-,-,-,1
S00099708,36,6,3,7,4,7,2,2,-,-,1,2,-,-,-,2
S00099709,74,23,8,17,12,3,3,2,-,-,1,2,-,1,1,1
S00099710,48,28,1,9,2,2,-,2,-,-,-,3,-,-,1,-
S00099711,36,4,7,9,1,9,1,1,2,1,-,-,1,-,-,-
S00099712,47,14,8,4,7,5,2,3,2,-,1,1,-,-,-,-
S00099713,39,15,12,6,2,-,1,2,1,-,-,-,-,-,-,-
S00099714,59,36,5,4,2,4,-,1,-,-,4,1,1,-,1,-
S00099715,36,11,10,1,4,3,1,3,-,-,3,-,-,-,-,-
S00099716,39,5,6,3,9,-,4,4,-,-,4,2,1,-,-,1
S00099717,39,6,6,7,8,5,3,-,1,-,-,2,-,-,-,1
S00099718,48,11,16,5,6,1,1,2,-,-,4,-,-,-,-,2
S00099719,41,1,7,7,9,8,1,-,2,-,5,-,1,-,-,-
