oa_code,All occupied household spaces,No central heating,Gas central heating,Electric (including storage heaters) central heating,Oil central heating,Solid fuel (for example wood coal) central heating,Other central heating,Two or more types of central heating
S00117772,28,0,23,2,1,0,0,2
S00117773,34,1,10,5,16,0,1,1
S00117774,47,1,40,2,3,0,0,1
S00117775,55,0,49,3,0,0,0,3
S00117776,37,0,18,14,4,0,0,1
S00117777,70,0,61,1,0,1,0,7
S00117778,49,0,46,0,1,0,0,2
S00117779,63,5,4,4,36,8,3,3
S00117780,20,0,20,0,0,0,0,0
S00117781,63,0,56,2,3,1,0,1
S00117782,45,1,7,2,26,3,3,3
S00117783,29,3,1,5,17,1,0,2
S00117784,62,1,9,1,40,7,1,3
S00117785,23,0,5,2,15,0,0,1
S00117786,68,5,6,6,36,7,3,5
S00117787,51,3,7,15,20,3,0,3
S00117788,53,1,2,28,10,6,2,4
S00117789,29,0,2,25,0,0,0,2
S00117790,60,0,3,24,29,1,1,2
S00117791,57,1,8,7,34,2,2,3
S00117792,47,0,5,5,27,2,2,6
S00117793,59,3,2,15,34,0,1,4
S00117794,44,2,6,6,18,4,0,8
S00117795,37,3,7,8,11,3,1,4
S00117796,27,4,1,7,11,2,0,2
S00117797,55,2,5,8,31,5,1,3
S00117798,55,1,5,6,28,3,3,9
S00117799,26,3,3,1,11,5,0,3
S00117800,57,0,6,16,28,1,1,5
S00117801,41,1,5,8,12,4,1,10
S00117802,55,4,7,6,27,6,3,2
S00117803,30,0,2,0,25,0,3,0
S00117804,75,2,5,8,48,2,2,8
S00117805,54,3,3,4,34,1,0,9
S00117806,31,0,6,4,19,1,1,0
S00117807,54,1,6,5,35,2,1,4
S00117808,58,3,2,11,32,4,1,5
S00117809,38,2,4,9,16,1,1,5
S00117810,70,7,6,11,35,5,2,4
S00117811,65,1,3,5,43,1,4,8
S00117812,46,1,3,1,33,3,1,4
S00117813,39,0,2,3,25,5,1,3
S00117814,32,0,2,6,19,1,2,2
S00117815,47,2,5,8,24,7,0,1
S00117816,66,1,3,9,43,1,5,4
S00117817,43,2,0,0,30,3,3,5
S00117818,38,1,2,17,7,0,1,10
S00117819,32,1,2,5,22,0,0,2
S00117820,51,5,5,5,26,2,3,5
S00117821,52,3,2,8,37,0,0,2
S00117822,67,4,6,5,45,3,0,4
S00117823,42,0,2,15,22,1,0,2
S00117824,51,0,4,10,31,2,1,3
S00117825,43,2,3,5,23,2,2,6
S00117826,66,3,4,5,40,4,3,7
S00117827,71,0,3,16,41,5,3,3
S00117828,33,2,2,2,24,1,1,1
S00117829,46,4,1,6,34,1,0,0
S00117830,28,1,1,1,21,1,0,3
S00117831,51,3,5,8,25,4,0,6
S00117832,36,6,2,6,11,9,0,2
S00117833,26,0,1,6,17,1,1,0
S00117834,56,1,4,15,22,7,0,7
S00117835,66,4,11,19,18,6,3,5
S00117836,70,3,4,5,45,3,0,10
S00117837,59,3,4,22,16,10,1,3
S00117838,76,3,9,21,31,4,0,8
S00117839,35,0,4,9,19,2,0,1
S00117840,68,2,0,25,29,5,0,7
S00117841,43,2,2,20,11,4,0,4
S00117842,23,4,0,2,12,4,0,1
S00117843,70,3,6,6,26,13,1,15
S00117844,63,7,1,16,27,4,1,7
S00117845,57,4,5,10,29,2,3,4
S00117846,24,0,1,1,15,3,2,2
S00117847,43,3,6,1,28,5,0,0
S00117848,29,0,2,10,15,2,0,0
S00117849,58,1,5,6,41,2,1,2
S00117850,68,3,2,12,39,1,1,10
S00117851,57,0,3,29,13,3,2,7
S00117852,41,1,2,13,15,1,1,8
S00117853,47,4,2,7,22,5,1,6
S00117854,77,2,2,16,38,12,1,6
S00117855,71,3,4,19,21,15,1,8
S00117856,65,5,5,23,22,3,1,6
S00117857,71,7,4,13,22,10,5,10
S00117858,48,3,6,6,22,2,2,7
S00117859,40,2,1,10,18,4,3,2
S00117860,34,1,3,1,13,9,3,4
S00117861,67,3,4,13,19,8,6,14
S00117862,25,2,6,4,4,4,1,4
S00117863,33,2,1,21,7,0,1,1
S00117864,47,0,2,7,30,5,0,3
S00117865,52,5,5,17,19,3,0,3
S00117866,36,0,1,8,19,3,1,4
S00117867,56,1,1,20,22,2,1,9
S00117868,76,13,2,12,26,11,0,12
S00117869,68,1,9,23,32,0,2,1
S00117870,54,1,5,8,26,2,0,12
S00117871,28,0,1,3,20,1,0,3
S00117872,74,2,6,6,51,5,2,2
S00117873,29,2,12,3,8,1,1,2
S00117874,41,0,40,0,0,0,0,1
S00117875,46,0,42,0,1,1,0,2
S00117876,42,2,1,5,31,0,2,1
S00117877,47,1,5,3,30,1,2,5
S00117878,48,5,2,3,28,3,0,7
S00117879,45,2,6,2,27,1,0,7
S00117880,38,5,0,3,25,3,0,2
S00117881,65,3,7,5,39,3,2,6
S00117882,65,3,5,12,30,6,2,7
S00117883,45,0,42,2,0,0,0,1
S00117884,29,0,2,2,23,0,1,1
S00117885,69,0,67,1,1,0,0,0
S00117886,79,0,74,0,1,0,0,4
S00117887,52,0,50,0,2,0,0,0
S00117888,32,0,29,0,3,0,0,0
S00117889,60,0,57,1,2,0,0,0
S00117890,65,2,11,5,33,3,4,7
S00117891,76,8,10,8,41,3,2,4
S00117892,46,9,5,1,24,3,1,3
S00117893,63,2,2,14,32,1,2,10
S00117894,69,0,6,14,32,8,1,8
S00117895,42,3,4,7,22,2,1,3
S00117896,42,1,6,4,22,2,1,6
S00117897,32,2,2,4,14,2,0,8
S00117898,34,0,4,25,4,0,1,0
S00117899,41,4,3,3,25,4,2,0
S00117900,33,0,3,5,22,2,0,1
S00117901,27,2,1,5,16,0,0,3
S00117902,51,2,2,7,30,3,0,7
S00117903,69,5,8,12,30,3,1,10
S00117904,28,1,1,3,22,1,0,0
S00117905,41,2,6,6,18,5,1,3
S00117906,63,2,9,6,34,1,0,11
S00117907,34,2,6,3,18,1,0,4
S00117908,35,0,3,8,20,1,1,2
S00117909,53,2,0,6,35,4,0,6
S00117910,56,5,7,5,27,5,0,7
S00117911,22,0,2,1,15,1,0,3
S00117912,48,2,2,1,31,4,0,8
S00117913,41,3,1,7,27,1,1,1
S00117914,60,1,6,8,33,8,1,3
S00117915,58,1,1,18,21,14,0,3
S00117916,33,1,1,3,21,1,1,5
S00117917,40,0,3,1,29,3,1,3
S00117918,63,2,1,6,45,1,2,6
S00117919,62,1,4,7,43,5,0,2
S00117920,52,0,2,10,31,1,2,6
S00117921,22,0,0,3,14,1,0,4
S00117922,46,4,1,8,26,2,0,5
S00117923,27,1,2,6,16,1,1,0
S00117924,66,1,0,25,22,11,1,6
S00117925,82,0,4,15,45,3,4,11
S00117926,67,3,3,10,34,6,3,8
S00117927,64,0,3,15,37,1,0,8
S00117928,28,1,4,5,14,1,0,3
S00117929,60,5,13,8,25,1,2,6
S00117930,35,0,11,1,20,1,0,2
S00117931,50,3,35,5,5,1,0,1
S00117932,63,3,11,6,28,6,0,9
S00117933,57,2,2,8,38,4,0,3
S00117934,30,1,4,7,14,1,0,3
S00117935,46,5,1,8,18,5,0,9
S00117936,34,1,3,1,15,6,1,7
S00117937,32,1,4,2,19,1,0,5
S00117938,63,2,4,5,43,2,1,6
S00117939,60,0,5,6,35,4,2,8
S00117940,46,2,2,10,24,3,1,4
S00117941,39,2,5,4,19,0,2,7
S00117942,60,1,6,5,35,1,2,10
S00117943,38,0,4,2,22,1,1,8
S00117944,65,5,4,6,30,9,5,6
S00117945,66,0,0,16,37,9,2,2
S00117946,74,1,4,8,45,4,1,11
S00117947,60,3,5,6,34,4,1,7
S00117948,45,3,2,9,20,3,1,7
S00117949,53,6,2,7,26,7,0,5
S00117950,76,5,4,16,36,5,2,8
S00117951,66,2,1,11,39,4,1,8
S00117952,51,2,1,22,18,0,3,5
S00117953,53,2,2,8,30,7,2,2
S00117954,49,0,2,13,27,3,0,4
S00117955,65,1,3,12,36,6,2,5
S00117956,33,1,2,6,17,3,1,3
S00117957,53,1,7,5,35,1,2,2
S00117958,55,0,4,11,26,6,0,8
S00117959,26,2,0,4,15,2,0,3
S00117960,58,6,2,2,41,0,2,5
S00117961,53,1,2,25,16,5,0,4
S00117962,70,2,5,8,38,5,2,10
S00117963,73,2,3,22,40,1,0,5
S00117964,62,5,5,10,20,5,3,14
S00117965,42,1,3,7,16,13,0,2
S00117966,25,1,1,7,7,6,1,2
S00117967,55,2,2,19,21,4,1,6
S00117968,47,4,4,7,22,1,3,6
S00117969,52,1,6,11,21,3,2,8
S00117970,33,3,0,6,17,4,1,2
S00117971,42,3,0,15,16,3,1,4
S00117972,51,8,2,8,14,7,3,9
S00117973,45,6,2,13,10,8,0,6
S00117974,63,6,2,12,25,9,2,7
S00117975,72,6,5,35,18,5,0,3
S00117976,51,3,3,9,17,6,2,11
S00117977,56,3,9,9,22,5,2,6
S00117978,40,2,4,7,13,5,4,5
S00117979,77,5,5,27,27,7,1,5
S00117980,49,2,4,11,17,4,3,8
S00117981,43,0,5,11,16,1,2,8
S00117982,42,5,1,6,23,3,0,4
S00117983,47,6,0,9,20,7,2,3
S00117984,63,3,4,9,34,4,1,8
S00117985,47,10,2,4,14,10,0,7
S00117986,65,5,2,9,31,10,1,7
S00117987,50,2,3,12,24,1,1,7
S00117988,66,5,4,12,27,6,2,10
S00117989,58,4,5,10,11,20,1,7
S00117990,58,7,3,13,25,3,2,5
S00117991,48,2,1,1,32,3,1,8
S00117992,66,1,4,17,34,3,0,7
S00117993,46,1,1,22,11,5,0,6
S00117994,57,4,3,21,15,8,1,5
S00117995,68,6,2,12,27,7,0,14
S00117996,41,3,4,13,8,7,2,4
S00117997,50,0,2,14,18,4,0,12
S00117998,48,6,0,6,33,0,0,3
S00117999,53,2,2,9,30,4,1,5
S00118000,53,3,3,14,22,5,0,6
S00118001,47,2,2,3,33,3,0,4
S00118002,45,2,3,9,19,6,0,6
S00118003,51,0,1,24,11,13,1,1
S00118004,55,4,8,13,19,5,1,5
S00118005,33,3,3,8,12,1,2,4
S00118006,65,13,7,13,26,1,0,5
S00118007,54,4,5,12,21,7,1,4
S00118008,52,1,8,11,24,2,1,5
S00118009,50,10,2,11,13,4,2,8
S00118010,45,3,4,22,4,6,3,3
S00118011,53,1,5,16,13,11,3,4
S00118012,38,6,0,6,17,8,0,1
S00118013,71,3,7,15,28,11,3,4
S00118014,57,4,5,9,23,5,1,10
S00118015,68,3,4,10,27,6,3,15
S00118016,33,1,7,4,14,3,1,3
S00118017,83,7,15,30,24,1,1,5
S00118018,52,4,3,16,19,3,1,6
S00118019,36,3,3,6,19,0,0,5
S00118020,42,2,3,7,19,4,0,7
S00118021,53,1,7,9,28,2,0,6
S00118022,40,2,3,6,21,3,1,4
S00118023,59,1,8,12,25,3,1,9
S00118024,67,0,4,8,38,6,0,11
S00118025,62,4,3,8,31,3,2,11
S00118026,51,5,6,8,22,4,2,4
S00118027,75,1,0,18,9,19,25,3
S00118028,46,0,3,13,20,6,0,4
S00118029,60,2,4,7,32,2,3,10
S00118030,43,5,0,19,5,8,1,5
S00118031,36,5,1,7,12,4,1,6
S00118032,54,3,3,14,23,5,1,5
S00118033,29,5,1,5,17,0,0,1
S00118034,51,4,5,3,28,3,2,6
S00118035,55,3,1,19,19,4,0,9
S00118036,41,2,5,3,23,4,0,4
S00118037,47,1,1,16,7,18,3,1
S00118038,37,3,2,6,18,4,0,4
S00118039,74,5,5,10,43,3,2,6
S00118040,31,1,4,3,18,2,0,3
S00118041,48,6,6,13,12,3,4,4
S00118042,32,4,2,8,10,5,2,1
S00118043,43,3,1,22,7,2,4,4
S00118044,38,2,1,12,13,2,0,8
S00118045,64,6,2,14,23,12,2,5
S00118046,48,9,2,8,10,11,3,5
S00118047,33,5,2,6,13,4,1,2
S00118048,52,9,2,13,10,12,1,5
S00118049,59,7,5,10,28,4,0,5
S00118050,72,4,5,26,19,11,2,5
S00118051,43,3,5,14,13,3,2,3
S00118052,42,5,3,9,19,1,1,4
S00118053,45,4,5,16,8,2,4,6
S00118054,76,11,7,16,29,5,1,7
S00118055,74,4,13,8,31,6,1,11
S00118056,42,1,3,12,18,1,0,7
S00118057,48,1,0,39,3,4,0,1
S00118058,69,1,2,8,34,11,2,11
S00118059,66,3,0,5,36,8,1,13
S00118060,66,5,8,17,25,6,1,4
S00118061,43,0,4,8,19,7,0,5
S00118062,40,2,0,5,19,5,0,9
S00118063,43,0,2,2,26,4,1,8
S00118064,60,0,3,5,38,4,0,10
S00118065,66,4,1,24,26,6,1,4
S00118066,54,1,2,18,18,6,2,7
S00118067,40,1,2,7,24,0,1,5
S00118068,44,0,2,8,21,4,2,7
S00118069,24,1,0,3,8,10,0,2
S00118070,70,2,1,8,45,3,2,9
S00118071,47,2,0,12,9,14,0,10
S00118072,55,1,1,10,26,7,0,10
S00118073,70,3,3,24,17,16,0,7
S00118074,61,3,2,14,25,7,0,10
S00118075,42,2,1,4,25,5,1,4
S00118076,51,2,2,6,29,3,1,8
S00118077,51,0,1,3,37,3,0,7
S00118078,64,2,2,15,36,3,1,5
S00118079,41,0,0,4,15,13,0,9
S00118080,61,4,3,12,19,13,0,10
S00118081,32,0,1,13,12,3,1,2
S00118082,56,6,4,10,21,6,2,7
S00118083,50,7,2,17,15,4,0,5
S00118084,30,4,3,6,9,6,0,2
S00118085,48,2,3,8,21,3,1,10
S00118086,62,3,6,14,27,5,3,4
S00118087,47,4,3,4,25,4,0,7
S00118088,53,0,2,16,19,9,0,7
S00118089,31,0,0,13,7,11,0,0
S00118090,40,5,2,8,14,9,1,1
S00118091,37,3,1,10,11,5,1,6
S00118092,65,6,3,20,18,9,2,7
S00118093,23,6,1,5,7,1,0,3
S00118094,59,2,4,18,24,6,1,4
S00118095,70,2,4,13,24,14,2,11
S00118096,63,8,7,11,22,6,2,7
S00118097,60,5,2,10,31,6,3,3
S00118098,49,5,2,5,23,6,1,7
S00118099,47,8,7,3,23,3,0,3
S00118100,73,2,1,23,24,16,1,6
S00118101,50,2,3,12,22,7,1,3
S00118102,64,3,3,13,34,4,0,7
S00118103,59,2,4,11,32,7,0,3
S00118104,53,0,1,10,15,25,0,2
S00118105,46,1,1,29,11,4,0,0
S00118106,73,1,6,31,23,7,2,3
S00118107,32,3,3,1,16,7,0,2
S00118108,71,0,13,10,32,6,0,10
S00118109,49,3,5,5,25,4,1,6
S00118110,35,1,5,4,16,2,1,6
S00118111,67,2,7,9,41,4,1,3
S00118112,28,3,1,3,14,5,0,2
S00118113,32,2,1,4,20,3,1,1
S00118114,45,3,1,3,20,10,2,6
S00118115,56,9,3,9,18,8,0,9
S00118116,50,4,2,9,26,4,0,5
S00118117,86,3,5,25,26,17,1,9
S00118118,61,3,4,7,23,10,1,13
S00118119,67,3,7,6,33,10,3,5
S00118120,67,2,5,11,36,7,2,4
S00118121,61,6,3,30,2,9,1,10
S00118122,55,3,4,17,17,6,0,8
S00118123,24,1,3,9,11,0,0,0
S00118124,47,1,4,20,19,1,1,1
S00118125,48,2,1,27,15,1,0,2
S00118126,44,1,0,27,12,2,0,2
S00118127,37,2,0,23,3,3,1,5
S00118128,45,0,1,21,21,0,0,2
S00118129,35,0,1,9,22,0,0,3
S00118130,51,1,4,8,30,0,2,6
S00118131,48,0,1,24,17,1,0,5
S00118132,49,0,2,15,25,3,0,4
S00118133,46,1,1,25,17,1,0,1
S00118134,53,1,6,8,29,1,1,7
S00118135,48,3,1,36,6,0,1,1
S00118136,39,0,4,10,18,2,1,4
S00118137,74,1,0,58,12,3,0,0
S00118138,59,0,2,46,9,1,0,1
S00118139,41,0,0,39,1,0,0,1
S00118140,55,4,2,33,3,7,0,6
S00118141,63,5,0,54,3,1,0,0
S00118142,52,1,1,26,11,9,1,3
S00118143,56,2,1,19,21,4,0,9
S00118144,63,0,1,44,14,0,0,4
S00118145,52,4,2,30,12,0,0,4
S00118146,50,4,0,44,2,0,0,0
S00118147,56,0,5,23,18,3,0,7
S00118148,49,0,1,38,4,0,4,2
S00118149,32,0,0,28,2,1,1,0
S00118150,55,1,0,48,1,0,2,3
S00118151,44,1,0,37,3,0,2,1
S00118152,41,1,1,29,7,0,2,1
S00118153,37,3,0,30,3,0,1,0
S00118154,46,0,3,18,7,12,1,5
S00118155,40,1,0,29,8,0,0,2
S00118156,62,3,5,34,14,5,1,0
S00118157,48,2,0,33,7,4,0,2
S00118158,59,3,2,21,4,18,2,9
S00118159,46,1,3,14,22,3,1,2
S00118160,39,1,1,26,10,1,0,0
S00118161,61,1,4,25,8,16,0,7
S00118162,40,0,1,20,16,0,0,3
S00118163,51,2,4,13,29,2,0,1
S00118164,57,1,1,11,34,4,1,5
S00118165,40,1,0,11,20,4,0,4
S00118166,74,3,0,41,21,3,1,5
S00118167,59,4,1,27,21,0,3,3
S00118168,47,4,3,5,27,2,0,6
S00118169,43,2,0,33,7,0,0,1
S00118170,50,0,1,11,25,10,0,3
S00118171,56,3,0,13,25,11,0,4
S00118172,47,3,1,4,24,8,4,3
S00118173,76,0,1,15,35,17,3,5
S00118174,76,0,6,21,37,2,1,9
S00118175,49,0,1,23,20,1,4,0
S00118176,61,2,1,32,20,1,3,2
S00118177,52,1,1,31,15,0,2,2
S00118178,55,1,0,39,12,1,1,1
S00118179,43,0,1,30,11,0,1,0
S00118180,54,1,5,7,18,20,1,2
S00118181,54,0,1,11,23,13,0,6
S00118182,55,0,0,18,17,7,0,13
S00118183,46,1,1,16,14,6,2,6
S00118184,39,2,1,11,9,9,0,7
S00118185,50,1,3,11,23,6,0,6
S00118186,50,0,0,12,22,6,1,9
S00118187,47,2,1,15,15,10,0,4
S00118188,48,3,1,20,16,6,1,1
S00118189,70,3,0,33,17,10,1,6
S00118190,40,0,0,15,13,6,2,4
S00118191,65,0,0,16,21,21,1,6
S00118192,36,0,0,9,11,15,0,1
S00118193,56,1,0,49,3,3,0,0
S00118194,51,2,0,24,18,4,0,3
S00118195,50,2,4,7,26,6,1,4
S00118196,35,0,1,12,21,1,0,0
S00118197,43,1,0,31,2,9,0,0
S00118198,49,3,5,10,22,3,0,6
S00118199,62,3,1,27,17,7,2,5
S00118200,35,3,1,17,13,0,0,1
S00118201,45,1,0,26,9,4,0,5
S00118202,63,1,2,30,23,2,1,4
S00118203,61,0,0,20,23,11,0,7
S00118204,38,0,2,17,8,6,1,4
S00118205,41,1,1,14,17,5,0,3
S00118206,39,0,0,5,32,0,0,2
S00118207,48,1,4,14,23,0,1,5
S00118208,55,2,1,20,15,9,1,7
S00118209,57,2,0,21,20,0,1,13
S00118210,67,2,6,12,37,2,4,4
S00118211,35,0,0,8,26,0,0,1
S00118212,47,2,2,17,21,1,2,2
S00118213,60,2,1,16,36,1,0,4
S00118214,69,1,2,42,17,2,1,4
S00118215,56,1,3,13,29,4,0,6
S00118216,65,4,2,23,27,0,1,8
S00118217,45,1,1,23,14,4,0,2
S00118218,34,1,0,19,11,1,0,2
S00118219,71,1,0,30,32,0,3,5
S00118220,82,0,1,42,23,10,1,5
S00118221,48,2,1,9,26,4,0,6
S00118222,42,3,1,13,20,3,2,0
S00118223,41,2,2,13,18,3,0,3
S00118224,76,2,3,38,22,6,1,4
S00118225,71,1,2,47,9,6,0,6
S00118226,47,2,1,40,3,0,0,1
S00118227,42,3,2,19,6,6,0,6
S00118228,36,2,0,13,13,2,1,5
S00118229,39,0,5,17,14,0,2,1
S00118230,48,2,0,41,4,0,0,1
S00118231,62,4,2,49,3,0,0,4
S00118232,51,5,0,41,3,0,1,1
S00118233,50,5,0,37,5,2,0,1
S00118234,83,10,4,54,12,0,1,2
S00118235,37,3,2,16,14,0,0,2
S00118236,54,4,0,37,8,0,1,4
S00118237,64,3,3,31,20,2,0,5
S00118238,45,0,2,14,21,3,0,5
S00118239,40,1,1,17,14,1,4,2
S00118240,57,1,5,24,16,6,1,4
S00118241,68,2,2,35,15,10,0,4
S00118242,45,0,2,6,13,19,3,2
S00118243,72,0,1,37,24,5,1,4
S00118244,88,0,2,27,52,3,0,4
S00118245,48,1,0,30,14,0,1,2
S00118246,40,0,0,35,4,0,0,1
S00118247,37,0,1,19,14,0,1,2
S00118248,52,0,0,20,23,2,0,7
S00118249,57,1,0,16,36,1,0,3
S00118250,26,2,1,5,14,1,0,3
S00118251,49,0,1,30,9,1,0,8
S00118252,53,5,0,20,16,1,3,8
S00118253,32,1,1,10,17,1,0,2
S00118254,59,0,0,52,4,1,1,1
S00118255,40,0,0,18,15,2,1,4
S00118256,57,0,1,24,28,0,2,2
S00118257,27,0,1,7,19,0,0,0
S00118258,56,0,1,23,30,0,0,2
S00118259,41,2,3,17,15,2,1,1
S00118260,63,4,1,19,28,1,1,9
S00118261,48,0,5,41,0,0,2,0
S00118262,76,3,41,29,0,0,0,3
S00118263,63,2,19,39,0,1,0,2
S00118264,70,6,30,32,0,1,0,1
S00118265,50,8,24,13,0,0,0,5
S00118266,46,2,14,28,0,0,1,1
S00118267,58,7,37,5,1,1,1,6
S00118268,66,0,62,2,1,0,1,0
S00118269,53,6,3,44,0,0,0,0
S00118270,45,0,40,0,0,0,2,3
S00118271,71,3,63,4,1,0,0,0
S00118272,41,0,38,1,0,0,1,1
S00118273,55,0,50,2,1,0,0,2
S00118274,47,1,40,1,4,0,0,1
S00118275,34,1,29,3,0,0,0,1
S00118276,43,0,41,1,1,0,0,0
S00118277,42,0,38,3,0,0,1,0
S00118278,38,3,28,7,0,0,0,0
S00118279,43,0,40,1,1,0,0,1
S00118280,67,0,64,3,0,0,0,0
S00118281,58,1,49,4,0,0,0,4
S00118282,47,1,13,32,0,0,0,1
S00118283,63,1,50,5,0,2,0,5
S00118284,60,1,42,7,6,1,2,1
S00118285,47,2,42,1,1,0,0,1
S00118286,71,1,58,6,2,0,0,4
S00118287,52,0,43,4,0,1,1,3
S00118288,66,2,26,37,1,0,0,0
S00118289,57,3,46,3,1,1,0,3
S00118290,37,3,26,8,0,0,0,0
S00118291,59,3,46,8,0,0,1,1
S00118292,47,1,36,10,0,0,0,0
S00118293,55,0,43,6,2,1,0,3
S00118294,26,0,23,1,0,0,0,2
S00118295,52,1,43,2,0,1,0,5
S00118296,26,0,23,2,0,0,0,1
S00118297,52,0,47,3,0,0,0,2
S00118298,52,3,40,7,0,0,0,2
S00118299,39,3,24,11,1,0,0,0
S00118300,44,2,34,6,0,0,0,2
S00118301,52,6,15,30,0,1,0,0
S00118302,48,5,20,20,1,0,1,1
S00118303,50,0,42,3,1,0,0,4
S00118304,43,1,39,1,2,0,0,0
S00118305,50,1,41,1,4,0,0,3
S00118306,65,1,44,19,0,1,0,0
S00118307,44,1,39,3,0,1,0,0
S00118308,42,1,11,26,2,0,0,2
S00118309,54,2,12,36,1,0,1,2
S00118310,34,0,26,0,2,0,0,6
S00118311,72,0,61,6,1,0,0,4
S00118312,59,2,4,50,1,0,0,2
S00118313,73,4,6,53,8,0,0,2
S00118314,72,2,27,23,8,6,1,5
S00118315,77,7,28,40,1,0,0,1
S00118316,40,0,2,30,8,0,0,0
S00118317,72,2,7,52,10,0,0,1
S00118318,29,1,4,18,3,0,1,2
S00118319,27,3,18,1,1,0,2,2
S00118320,44,2,33,0,0,0,0,9
S00118321,33,1,23,4,0,0,0,5
S00118322,32,0,28,2,0,0,0,2
S00118323,50,0,39,9,0,0,0,2
S00118324,57,0,49,4,0,1,0,3
S00118325,62,3,56,1,1,0,0,1
S00118326,45,2,34,5,0,0,0,4
S00118327,35,1,27,4,0,0,1,2
S00118328,43,0,33,6,3,0,0,1
S00118329,43,1,35,5,0,0,0,2
S00118330,47,1,42,3,1,0,0,0
S00118331,48,0,47,0,1,0,0,0
S00118332,53,0,50,3,0,0,0,0
S00118333,46,3,37,3,2,1,0,0
S00118334,42,2,35,3,0,0,0,2
S00118335,71,0,68,2,0,0,0,1
S00118336,67,1,58,3,1,2,0,2
S00118337,20,0,18,1,0,0,0,1
S00118338,58,0,50,6,0,1,0,1
S00118339,33,0,32,0,0,0,0,1
S00118340,27,2,23,1,0,0,0,1
S00118341,44,2,37,2,1,0,0,2
S00118342,40,0,36,3,0,1,0,0
S00118343,51,1,48,2,0,0,0,0
S00118344,31,1,27,0,1,1,0,1
S00118345,54,2,48,3,0,0,0,1
S00118346,53,1,52,0,0,0,0,0
S00118347,70,2,63,2,0,0,0,3
S00118348,48,1,45,1,1,0,0,0
S00118349,64,0,54,3,3,1,0,3
S00118350,62,0,50,6,3,1,1,1
S00118351,52,0,45,5,0,0,0,2
S00118352,54,0,53,1,0,0,0,0
S00118353,52,0,52,0,0,0,0,0
S00118354,68,5,42,21,0,0,0,0
S00118355,43,0,37,4,2,0,0,0
S00118356,50,0,39,8,1,1,0,1
S00118357,24,0,22,2,0,0,0,0
S00118358,70,2,59,9,0,0,0,0
S00118359,41,0,36,4,0,0,0,1
S00118360,52,0,43,4,2,0,1,2
S00118361,29,1,27,0,0,1,0,0
S00118362,28,0,26,0,1,0,0,1
S00118363,35,1,31,2,0,0,0,1
S00118364,43,0,36,0,4,0,1,2
S00118365,55,1,46,2,1,0,0,5
S00118366,55,0,49,3,1,0,0,2
S00118367,68,1,49,7,6,3,0,2
S00118368,48,0,41,4,0,0,1,2
S00118369,56,1,50,5,0,0,0,0
S00118370,47,0,43,0,1,0,0,3
S00118371,48,0,41,5,0,0,0,2
S00118372,45,1,39,3,1,0,0,1
S00118373,45,0,37,3,3,1,0,1
S00118374,45,0,42,2,0,0,0,1
S00118375,41,0,36,3,0,0,1,1
S00118376,71,0,57,7,3,1,0,3
S00118377,62,4,6,49,1,0,1,1
S00118378,63,2,8,48,1,1,0,3
S00118379,43,0,31,7,1,0,1,3
S00118380,33,0,25,6,0,1,0,1
S00118381,41,1,31,5,0,0,0,4
S00118382,77,1,37,36,1,0,0,2
S00118383,41,0,35,2,0,0,0,4
S00118384,31,0,26,3,0,0,0,2
S00118385,77,1,26,47,0,0,0,3
S00118386,47,1,13,30,0,0,2,1
S00118387,44,0,5,31,2,0,3,3
S00118388,51,2,14,28,1,0,4,2
S00118389,52,0,20,31,0,0,0,1
S00118390,76,16,2,56,1,0,0,1
S00118391,53,0,48,3,0,0,0,2
S00118392,71,1,39,28,1,0,1,1
S00118393,69,0,60,5,1,0,0,3
S00118394,74,0,43,28,0,0,2,1
S00118395,70,2,49,18,0,0,0,1
S00118396,42,1,27,14,0,0,0,0
S00118397,46,2,30,11,0,2,0,1
S00118398,52,0,30,22,0,0,0,0
S00118399,45,1,23,16,1,0,0,4
S00118400,62,1,44,13,0,0,0,4
S00118401,49,1,20,28,0,0,0,0
S00118402,57,5,35,14,0,0,0,3
S00118403,42,0,32,9,0,0,0,1
S00118404,73,0,68,2,1,2,0,0
S00118405,28,1,23,2,2,0,0,0
S00118406,32,1,26,4,0,0,0,1
S00118407,52,1,44,3,0,0,0,4
S00118408,66,3,43,18,1,0,0,1
S00118409,52,1,44,4,1,0,0,2
S00118410,26,0,22,3,0,0,0,1
S00118411,53,1,39,13,0,0,0,0
S00118412,40,1,28,6,1,0,0,4
S00118413,41,1,36,2,1,0,0,1
S00118414,49,0,42,6,1,0,0,0
S00118415,34,0,29,2,2,1,0,0
S00118416,51,2,38,11,0,0,0,0
S00118417,41,1,32,5,1,0,0,2
S00118418,34,0,31,2,0,0,0,1
S00118419,39,2,27,8,1,0,0,1
S00118420,39,0,16,23,0,0,0,0
S00118421,38,4,27,5,0,0,1,1
S00118422,55,3,36,12,0,0,0,4
S00118423,23,0,11,9,0,1,0,2
S00118424,44,1,40,0,1,0,0,2
S00118425,54,1,43,7,1,0,0,2
S00118426,69,1,45,19,1,0,0,3
S00118427,45,0,35,10,0,0,0,0
S00118428,34,0,31,0,1,0,0,2
S00118429,46,0,40,5,0,0,0,1
S00118430,47,2,35,5,2,0,0,3
S00118431,43,0,40,2,0,0,0,1
S00118432,61,0,59,1,1,0,0,0
S00118433,71,0,59,4,1,0,1,6
