oa_code,All people aged 16 and over,Single (never married or never registered a same-sex civil partnership),Married,In a registered same-sex civil partnership,Separated (but still legally married or still legally in a same-sex civil partnership),Divorced or formerly in a same-sex civil partnership which is now legally dissolved,Widowed or surviving partner from a same-sex civil partnership
S00089656,79,57,22,-,-,-,-
S00089657,63,30,27,-,1,2,3
S00089658,121,102,11,-,2,4,2
S00089659,215,200,10,-,1,2,2
S00089660,114,91,18,-,2,-,3
S00089661,123,99,14,-,2,6,2
S00089662,91,58,21,-,2,6,4
S00089663,114,96,12,-,1,5,-
S00089664,64,37,18,-,2,6,1
S00089665,97,79,6,-,4,6,2
S00089666,87,65,18,-,1,3,-
S00089667,59,37,13,-,1,8,-
S00089668,85,53,23,-,1,4,4
S00089669,131,108,14,-,1,6,2
S00089670,71,60,8,-,2,1,-
S00089671,308,284,19,-,-,2,3
S00089672,110,49,17,2,6,28,8
S00089673,99,16,38,-,2,22,21
S00089674,130,91,27,-,3,8,1
S00089675,130,100,23,-,2,4,1
S00089676,67,50,7,-,-,10,-
S00089677,114,83,26,-,1,4,-
S00089678,60,47,9,2,2,-,-
S00089679,131,82,35,-,-,12,2
S00089680,115,87,15,-,3,8,2
S00089681,140,94,35,-,2,6,3
S00089682,59,47,10,-,-,1,1
S00089683,76,54,10,-,4,6,2
S00089684,72,49,10,-,2,10,1
S00089685,111,74,22,-,5,8,2
S00089686,59,45,10,-,1,-,3
S00089687,71,54,14,-,1,1,1
S00089688,88,55,21,2,3,4,3
S00089689,58,29,16,-,1,6,6
S00089690,139,52,70,-,2,5,10
S00089691,119,51,46,-,3,11,8
S00089692,52,29,16,-,-,4,3
S00089693,60,31,22,-,-,5,2
S00089694,101,61,36,-,1,3,-
S00089695,103,42,50,-,2,5,4
S00089696,123,55,61,-,1,4,2
S00089697,68,27,35,-,2,2,2
S00089698,93,39,41,-,2,5,6
S00089699,68,38,21,2,2,2,3
S00089700,107,55,46,-,1,3,2
S00089701,74,45,20,-,-,6,3
S00089702,66,42,20,-,2,1,1
S00089703,113,23,78,-,1,4,7
S00089704,93,20,57,-,1,5,10
S00089705,95,22,60,-,3,5,5
S00089706,106,24,62,-,2,12,6
S00089707,85,41,23,-,4,16,1
S00089708,51,22,9,-,2,12,6
S00089709,77,12,56,-,1,3,5
S00089710,119,32,53,-,3,15,16
S00089711,117,42,53,-,1,8,13
S00089712,100,21,64,-,1,3,11
S00089713,89,21,53,2,2,3,8
S00089714,125,30,80,-,5,3,7
S00089715,74,16,50,-,1,3,4
S00089716,127,26,33,-,3,11,54
S00089717,107,24,63,-,-,4,16
S00089718,126,39,77,-,2,3,5
S00089719,142,39,81,-,7,13,2
S00089720,130,49,69,-,2,8,2
S00089721,128,32,84,-,4,4,4
S00089722,87,37,34,-,2,7,7
S00089723,48,26,18,-,-,2,2
S00089724,69,30,28,-,1,7,3
S00089725,73,27,39,-,2,3,2
S00089726,93,32,48,-,2,6,5
S00089727,84,41,34,-,2,5,2
S00089728,80,27,33,-,1,7,12
S00089729,125,50,58,-,3,4,10
S00089730,77,50,16,-,3,8,-
S00089731,92,28,56,-,1,3,4
S00089732,145,51,62,-,2,14,16
S00089733,87,45,30,-,3,4,5
S00089734,82,37,22,-,1,12,10
S00089735,72,53,16,-,1,2,-
S00089736,76,56,14,-,3,3,-
S00089737,81,41,27,2,1,6,4
S00089738,61,32,20,-,1,3,5
S00089739,79,26,42,-,1,5,5
S00089740,109,33,53,-,3,12,8
S00089741,88,11,64,-,2,6,5
S00089742,116,30,76,-,4,-,6
S00089743,114,26,76,-,2,5,5
S00089744,70,17,44,-,1,5,3
S00089745,102,26,54,-,5,10,7
S00089746,88,25,48,-,1,8,6
S00089747,78,19,51,-,4,2,2
S00089748,94,40,40,-,4,9,1
S00089749,53,26,21,-,3,1,2
S00089750,95,32,42,-,4,13,4
S00089751,87,27,48,-,4,4,4
S00089752,96,28,62,-,2,3,1
S00089753,108,23,68,-,-,8,9
S00089754,95,39,44,-,1,7,4
S00089755,50,18,26,-,2,4,-
S00089756,67,34,22,-,2,9,-
S00089757,106,62,27,-,3,12,2
S00089758,93,25,53,-,1,4,10
S00089759,139,43,78,-,2,8,8
S00089760,79,49,24,-,2,-,4
S00089761,44,11,30,-,-,2,1
S00089762,107,58,38,-,-,8,3
S00089763,101,40,47,-,2,9,3
S00089764,103,33,59,-,-,6,5
S00089765,107,31,60,2,2,7,5
S00089766,99,69,21,-,2,4,3
S00089767,62,46,14,-,1,-,1
S00089768,59,53,4,-,-,1,1
S00089769,51,28,11,-,2,10,-
S00089770,94,53,29,-,3,8,1
S00089771,93,70,15,-,1,5,2
S00089772,91,65,20,-,1,5,-
S00089773,103,73,15,2,5,7,1
S00089774,77,57,17,-,1,2,-
S00089775,69,46,12,-,2,8,1
S00089776,89,67,12,-,3,6,1
S00089777,87,73,10,-,3,1,-
S00089778,113,75,23,-,-,14,1
S00089779,92,61,17,-,-,10,4
S00089780,70,45,15,-,2,7,1
S00089781,88,76,7,-,1,3,1
S00089782,70,50,12,-,2,3,3
S00089783,79,10,30,-,-,10,29
S00089784,55,41,13,-,-,-,1
S00089785,115,59,37,-,2,13,4
S00089786,75,36,29,-,-,7,3
S00089787,76,55,14,-,-,6,1
S00089788,61,42,18,-,-,1,-
S00089789,108,83,16,-,2,6,1
S00089790,276,215,36,-,4,13,8
S00089791,62,28,23,-,3,5,3
S00089792,73,52,16,-,1,3,1
S00089793,71,49,15,-,1,5,1
S00089794,61,29,23,-,2,6,1
S00089795,130,82,36,2,1,6,3
S00089796,108,79,21,-,-,7,1
S00089797,90,61,19,-,2,7,1
S00089798,92,66,15,2,1,7,1
S00089799,118,45,54,-,1,15,3
S00089800,97,56,25,-,2,10,4
S00089801,80,15,23,-,2,23,17
S00089802,144,58,50,-,2,20,14
S00089803,70,27,26,-,1,9,7
S00089804,108,36,52,-,4,4,12
S00089805,66,20,34,-,1,1,10
S00089806,87,26,30,-,10,10,11
S00089807,72,22,32,-,5,10,3
S00089808,73,27,28,-,3,10,5
S00089809,70,45,8,-,3,12,2
S00089810,53,15,27,-,1,2,8
S00089811,66,35,16,-,1,9,5
S00089812,80,24,40,-,3,7,6
S00089813,140,58,67,-,1,9,5
S00089814,62,10,25,-,2,4,21
S00089815,82,28,40,-,-,9,5
S00089816,101,48,27,-,4,16,6
S00089817,100,37,44,-,3,11,5
S00089818,79,24,35,-,6,5,9
S00089819,137,52,63,-,4,9,9
S00089820,96,42,38,-,4,11,1
S00089821,97,25,48,-,2,16,6
S00089822,87,25,46,-,2,6,8
S00089823,84,32,36,-,1,10,5
S00089824,139,37,62,-,5,16,19
S00089825,133,37,65,-,10,9,12
S00089826,90,41,36,-,1,8,4
S00089827,98,29,51,-,2,7,9
S00089828,71,8,29,-,1,8,25
S00089829,82,20,41,-,5,6,10
S00089830,95,29,50,-,2,5,9
S00089831,99,38,44,-,3,5,9
S00089832,71,18,38,2,4,3,6
S00089833,118,35,52,-,2,14,15
S00089834,76,23,39,-,4,6,4
S00089835,78,23,41,-,-,5,9
S00089836,140,47,63,-,6,14,10
S00089837,123,51,37,-,5,20,10
S00089838,119,44,46,-,-,14,15
S00089839,72,26,31,-,2,7,6
S00089840,66,19,31,-,2,10,4
S00089841,103,35,46,-,9,7,6
S00089842,73,29,30,-,3,5,6
S00089843,104,36,54,-,1,7,6
S00089844,92,42,28,-,5,11,6
S00089845,112,37,58,-,4,8,5
S00089846,68,17,30,-,4,9,8
S00089847,65,19,33,-,4,5,4
S00089848,96,26,58,-,4,5,3
S00089849,117,33,60,-,1,17,6
S00089850,108,67,22,-,6,9,4
S00089851,66,18,27,-,2,5,14
S00089852,97,13,44,-,-,4,36
S00089853,104,46,24,-,8,18,8
S00089854,95,5,55,-,-,8,27
S00089855,107,50,31,-,5,10,11
S00089856,120,32,58,-,1,21,8
S00089857,98,38,40,-,-,12,8
S00089858,75,22,41,-,2,5,5
S00089859,86,60,16,-,3,6,1
S00089860,91,47,33,-,-,9,2
S00089861,71,37,14,-,3,12,5
S00089862,112,40,38,-,6,18,10
S00089863,130,38,78,-,1,3,10
S00089864,149,47,77,-,3,11,11
S00089865,116,43,54,-,2,9,8
S00089866,66,32,6,-,4,10,14
S00089867,91,32,46,-,3,5,5
S00089868,53,18,19,-,2,9,5
S00089869,134,72,35,-,8,12,7
S00089870,95,34,41,-,5,9,6
S00089871,106,35,46,-,4,9,12
S00089872,119,39,58,-,1,9,12
S00089873,146,32,86,2,3,11,12
S00089874,116,59,31,-,9,14,3
S00089875,114,26,66,-,-,12,10
S00089876,92,26,42,-,4,9,11
S00089877,87,23,50,-,5,5,4
S00089878,81,31,27,-,5,4,14
S00089879,111,37,53,-,4,10,7
S00089880,138,37,88,2,1,1,9
S00089881,152,63,66,2,4,8,9
S00089882,108,25,71,-,1,5,6
S00089883,86,18,59,-,1,1,7
S00089884,81,19,55,-,-,4,3
S00089885,108,48,37,-,2,12,9
S00089886,90,15,45,-,3,11,16
S00089887,83,40,25,-,4,7,7
S00089888,66,38,16,-,2,7,3
S00089889,58,25,10,-,3,11,9
S00089890,100,54,33,-,5,6,2
S00089891,219,107,66,-,6,28,12
S00089892,114,65,44,-,1,3,1
S00089893,115,63,30,-,2,14,6
S00089894,139,91,31,-,2,12,3
S00089895,72,54,15,-,1,2,-
S00089896,74,28,31,-,2,7,6
S00089897,95,39,28,-,4,12,12
S00089898,105,48,33,-,2,16,6
S00089899,108,28,64,-,-,6,10
S00089900,80,15,46,-,5,4,10
S00089901,82,25,48,-,1,2,6
S00089902,141,45,63,2,7,9,15
S00089903,116,25,65,-,3,14,9
S00089904,87,24,52,-,1,3,7
S00089905,87,8,52,-,4,8,15
S00089906,83,21,44,-,3,10,5
S00089907,97,13,69,-,-,6,9
S00089908,101,20,53,-,2,7,19
S00089909,49,17,20,-,-,6,6
S00089910,93,33,36,-,5,14,5
S00089911,132,49,59,2,4,9,9
S00089912,93,43,33,-,3,10,4
S00089913,78,18,48,-,1,5,6
S00089914,71,24,32,-,4,4,7
S00089915,91,7,53,-,2,4,25
S00089916,90,31,21,-,3,22,13
S00089917,91,28,46,-,8,3,6
S00089918,80,52,24,-,1,3,-
S00089919,79,13,50,-,-,10,6
S00089920,91,35,36,-,1,15,4
S00089921,77,24,34,-,4,13,2
S00089922,71,20,32,-,4,10,5
S00089923,77,28,34,-,1,7,7
S00089924,68,28,27,-,6,5,2
S00089925,85,27,36,-,1,12,9
S00089926,92,34,38,-,4,10,6
S00089927,82,30,40,-,1,5,6
S00089928,104,33,57,-,-,7,7
S00089929,97,29,46,-,1,11,10
S00089930,64,30,18,1,3,9,3
S00089931,78,17,44,-,1,6,10
S00089932,101,31,45,-,5,12,8
S00089933,65,25,24,-,4,4,8
S00089934,68,36,14,-,6,8,4
S00089935,91,50,26,-,2,11,2
S00089936,55,16,19,-,4,12,4
S00089937,63,22,31,-,-,3,7
S00089938,89,44,24,-,2,12,7
S00089939,114,40,50,-,4,6,14
S00089940,77,37,18,-,3,12,7
S00089941,87,39,34,-,4,4,6
S00089942,49,28,4,-,-,17,-
S00089943,81,27,38,2,1,8,5
S00089944,58,4,20,-,2,4,28
S00089945,157,72,51,-,9,17,8
S00089946,93,32,46,-,3,7,5
S00089947,81,32,36,1,2,4,6
S00089948,112,55,34,-,7,14,2
S00089949,100,23,48,-,6,4,19
S00089950,85,27,33,-,4,12,9
S00089951,89,23,48,-,1,9,8
S00089952,106,39,42,-,8,11,6
S00089953,60,12,27,-,3,8,10
S00089954,116,25,58,-,4,11,18
S00089955,151,40,79,-,8,16,8
S00089956,55,3,16,-,-,6,30
S00089957,91,21,54,-,3,10,3
S00089958,85,26,47,-,1,8,3
S00089959,100,13,59,-,5,12,11
S00089960,77,22,42,-,1,5,7
S00089961,78,17,33,-,1,17,10
S00089962,69,37,13,-,3,9,7
S00089963,69,28,17,-,5,9,10
S00089964,85,9,23,-,3,7,43
S00089965,135,33,81,-,2,8,11
S00089966,138,52,64,-,4,6,12
S00089967,98,27,51,-,2,6,12
S00089968,72,29,29,-,2,7,5
S00089969,82,14,47,-,1,9,11
S00089970,85,24,44,-,3,5,9
S00089971,128,51,52,-,2,12,11
S00089972,80,15,48,-,5,3,9
S00089973,86,37,38,-,1,7,3
S00089974,79,33,32,-,2,5,7
S00089975,103,29,50,2,3,11,8
S00089976,91,20,58,-,1,8,4
S00089977,87,33,46,-,-,4,4
S00089978,119,25,64,-,5,7,18
S00089979,92,30,50,-,2,9,1
S00089980,86,24,45,-,1,8,8
S00089981,56,8,10,-,2,3,33
S00089982,69,41,10,-,3,12,3
S00089983,58,30,11,-,3,11,3
S00089984,79,28,27,-,3,11,10
S00089985,95,33,46,-,1,6,9
S00089986,67,38,18,-,3,6,2
S00089987,72,12,39,-,2,5,14
S00089988,97,37,40,-,5,7,8
S00089989,94,22,49,-,3,7,13
S00089990,81,30,31,-,4,7,9
S00089991,89,29,48,-,2,7,3
S00089992,105,26,59,-,2,12,6
S00089993,84,19,54,-,2,4,5
S00089994,81,20,54,-,1,5,1
S00089995,70,13,46,-,1,3,7
S00089996,51,11,34,-,1,1,4
S00089997,116,30,74,-,1,6,5
S00089998,139,46,75,-,3,6,9
S00089999,95,17,65,-,-,4,9
S00090000,87,15,64,-,-,4,4
S00090001,71,12,43,-,1,3,12
S00090002,131,49,60,-,5,8,9
S00090003,101,40,43,-,5,7,6
S00090004,67,24,28,-,2,4,9
S00090005,49,11,24,-,3,5,6
S00090006,88,34,25,-,3,17,9
S00090007,154,59,75,-,2,12,6
S00090008,74,27,16,-,7,17,7
S00090009,84,29,41,-,-,6,8
S00090010,80,24,46,-,1,4,5
S00090011,87,27,43,-,3,9,5
S00090012,108,37,49,-,5,8,9
S00090013,93,37,40,-,3,7,6
S00090014,114,31,55,-,5,12,11
S00090015,80,28,31,-,3,14,4
S00090016,86,20,44,-,1,13,8
S00090017,95,22,56,-,3,10,4
S00090018,108,46,38,-,9,9,6
S00090019,43,17,21,-,1,2,2
S00090020,40,13,15,-,2,7,3
S00090021,108,21,63,-,7,13,4
S00090022,89,24,44,-,3,9,9
S00090023,58,32,8,2,6,9,1
S00090024,104,32,52,-,2,11,7
S00090025,121,47,55,-,3,10,6
S00090026,61,16,35,2,-,6,2
S00090027,107,39,38,2,5,16,7
S00090028,95,49,30,-,5,8,3
S00090029,82,29,41,-,4,7,1
S00090030,73,32,17,-,5,11,8
S00090031,118,53,45,-,9,8,3
S00090032,89,22,56,-,2,6,3
S00090033,111,45,48,2,4,7,5
S00090034,104,44,44,-,1,14,1
S00090035,85,24,47,-,4,2,8
S00090036,93,49,28,-,2,13,1
S00090037,107,36,51,-,2,6,12
S00090038,85,33,31,-,4,9,8
S00090039,108,38,52,-,2,10,6
S00090040,125,51,56,-,6,9,3
S00090041,55,18,31,-,-,1,5
S00090042,92,36,30,-,2,12,12
S00090043,104,47,46,-,3,6,2
S00090044,114,46,50,-,7,11,-
S00090045,137,77,43,-,5,9,3
S00090046,46,21,5,-,-,7,13
S00090047,77,40,26,-,2,8,1
S00090048,84,46,26,-,5,6,1
S00090049,115,56,33,-,11,11,4
S00090050,87,43,27,1,4,11,1
S00090051,104,50,30,-,4,16,4
S00090052,90,38,36,-,3,10,3
S00090053,88,49,22,-,7,8,2
S00090054,125,54,42,-,7,16,6
S00090055,150,51,41,-,4,13,41
S00090056,69,27,38,-,-,4,-
S00090057,86,40,31,-,1,8,6
S00090058,56,6,10,-,4,13,23
S00090059,126,45,54,-,5,12,10
S00090060,96,35,41,-,5,9,6
S00090061,86,42,23,-,6,10,5
S00090062,74,20,32,-,-,9,13
S00090063,79,26,32,-,4,11,6
S00090064,127,44,50,-,3,19,11
S00090065,43,22,12,-,4,4,1
S00090066,52,25,21,-,3,3,-
S00090067,81,19,47,-,4,7,4
S00090068,92,28,48,-,3,10,3
S00090069,124,47,56,-,6,13,2
S00090070,182,57,94,-,8,15,8
S00090071,114,61,40,-,6,5,2
S00090072,115,50,52,-,1,9,3
S00090073,112,39,58,-,1,11,3
S00090074,118,50,49,-,2,8,9
S00090075,126,23,80,-,4,8,11
S00090076,135,57,60,-,5,10,3
S00090077,94,41,38,-,4,10,1
S00090078,145,23,98,-,4,8,12
S00090079,119,30,80,-,1,7,1
S00090080,95,39,39,-,6,8,3
S00090081,105,48,37,-,8,4,8
S00090082,76,14,42,-,3,11,6
S00090083,100,27,52,-,1,6,14
S00090084,132,57,36,-,7,21,11
S00090085,115,51,39,-,5,16,4
S00090086,114,39,63,-,2,5,5
S00090087,95,30,42,-,4,9,10
S00090088,89,30,41,-,4,6,8
S00090089,93,34,25,-,6,12,16
S00090090,51,24,16,-,1,7,3
S00090091,148,52,73,-,4,11,8
S00090092,59,17,32,-,1,5,4
S00090093,53,5,16,-,3,7,22
S00090094,113,23,80,-,2,2,6
S00090095,122,26,84,-,1,9,2
S00090096,91,31,39,-,4,8,9
S00090097,64,22,29,-,2,7,4
S00090098,79,16,32,-,3,12,16
S00090099,171,56,75,2,1,22,15
S00090100,120,24,84,-,2,3,7
S00090101,119,14,88,-,-,9,8
S00090102,94,20,69,-,-,-,5
S00090103,129,34,72,-,2,8,13
S00090104,102,32,62,-,-,6,2
S00090105,78,15,49,-,4,4,6
S00090106,137,32,86,-,3,11,5
S00090107,127,37,61,-,3,17,9
S00090108,116,24,82,-,1,6,3
S00090109,98,25,60,-,1,7,5
S00090110,113,26,72,-,1,8,6
S00090111,73,14,46,-,-,5,8
S00090112,149,29,102,-,1,10,7
S00090113,91,16,66,-,1,2,6
S00090114,107,29,64,-,1,11,2
S00090115,93,18,62,-,1,6,6
S00090116,120,29,82,-,1,4,4
S00090117,119,26,81,-,1,5,6
S00090118,127,24,88,-,1,8,6
S00090119,178,51,116,-,5,5,1
S00090120,121,20,94,-,1,2,4
S00090121,200,63,118,-,4,6,9
S00090122,105,42,54,-,2,3,4
S00090123,88,34,44,-,1,6,3
S00090124,100,13,43,-,2,5,37
S00090125,73,5,33,-,2,5,28
S00090126,122,31,53,-,5,12,21
S00090127,120,20,83,-,1,7,9
S00090128,92,29,54,-,2,5,2
S00090129,122,20,85,-,-,4,13
S00090130,110,22,62,-,-,12,14
S00090131,122,42,59,-,8,10,3
S00090132,132,31,88,-,1,3,9
S00090133,152,72,64,-,1,14,1
S00090134,122,48,60,1,3,9,1
S00090135,117,49,56,2,2,4,4
S00090136,115,47,55,-,2,9,2
S00090137,103,55,31,-,6,11,-
S00090138,89,24,57,-,2,5,1
S00090139,111,40,60,-,2,9,-
S00090140,87,23,56,-,1,2,5
S00090141,67,19,44,-,3,1,-
S00090142,100,24,49,-,1,11,15
S00090143,67,25,25,-,3,9,5
S00090144,77,16,49,-,2,5,5
S00090145,100,22,54,-,4,8,12
S00090146,77,18,38,-,2,7,12
S00090147,72,18,27,-,2,15,10
S00090148,72,20,38,-,1,5,8
S00090149,141,35,73,-,2,16,15
S00090150,76,10,40,-,2,13,11
S00090151,78,15,39,-,6,6,12
S00090152,80,18,43,-,3,8,8
S00090153,102,23,60,-,3,7,9
S00090154,97,33,54,-,4,1,5
S00090155,99,31,45,-,2,10,11
S00090156,116,32,37,-,5,8,34
S00090157,130,55,48,-,5,17,5
S00090158,90,34,42,-,2,6,6
S00090159,122,28,61,-,2,13,18
S00090160,108,33,49,-,6,11,9
S00090161,98,25,56,-,1,10,6
S00090162,120,48,48,2,8,9,5
S00090163,88,28,42,-,2,9,7
S00090164,115,42,53,-,5,13,2
S00090165,116,41,49,-,3,17,6
S00090166,110,64,29,-,7,8,2
S00090167,87,57,12,-,7,10,1
S00090168,82,14,50,2,2,10,4
S00090169,85,26,40,-,3,3,13
S00090170,96,27,52,-,2,6,9
S00090171,52,10,40,-,-,1,1
S00090172,107,24,65,-,2,9,7
S00090173,112,28,68,-,2,6,8
S00090174,133,20,100,-,-,7,6
S00090175,117,25,68,-,-,12,12
S00090176,54,20,25,-,-,6,3
S00090177,106,34,46,-,-,13,13
S00090178,125,19,87,-,-,5,14
S00090179,122,54,40,-,4,16,8
S00090180,117,44,39,-,5,15,14
S00090181,115,37,48,-,6,15,9
S00090182,112,30,64,-,3,10,5
S00090183,129,69,41,-,5,11,3
S00090184,76,36,24,-,3,11,2
S00090185,74,22,26,2,4,11,9
S00090186,107,26,51,-,1,9,20
S00090187,96,50,33,-,4,6,3
S00090188,96,33,46,-,2,10,5
S00090189,64,38,7,-,3,15,1
S00090190,133,34,69,-,2,13,15
S00090191,113,36,44,-,4,17,12
S00090192,86,28,45,-,2,4,7
S00090193,104,35,35,-,1,17,16
S00090194,81,33,32,-,3,6,7
S00090195,96,26,59,2,1,4,4
S00090196,90,26,47,-,2,6,9
S00090197,87,16,58,-,-,10,3
S00090198,94,31,50,-,2,3,8
S00090199,69,18,43,-,1,5,2
S00090200,85,17,56,-,1,4,7
S00090201,103,41,36,-,5,17,4
S00090202,99,62,23,-,5,8,1
S00090203,105,47,38,-,2,12,6
S00090204,121,23,81,-,1,3,13
S00090205,80,35,32,-,2,6,5
S00090206,82,18,48,-,4,4,8
S00090207,90,21,54,-,2,6,7
S00090208,88,19,42,-,-,11,16
S00090209,84,19,57,-,2,4,2
S00090210,76,14,52,-,-,3,7
S00090211,57,44,1,-,2,9,1
S00090212,57,11,42,-,1,-,3
S00090213,65,16,42,-,1,1,5
S00090214,95,21,54,-,2,7,11
S00090215,126,32,81,-,2,6,5
S00090216,96,20,66,-,2,4,4
S00090217,85,25,47,-,1,7,5
S00090218,90,25,53,-,3,7,2
S00090219,100,16,66,-,3,9,6
S00090220,92,26,57,-,1,5,3
S00090221,119,26,79,-,2,6,6
S00090222,157,31,106,-,-,7,13
S00090223,145,27,89,-,3,12,14
S00090224,124,22,90,-,2,2,8
S00090225,64,18,42,-,1,1,2
S00090226,129,42,80,-,1,3,3
S00090227,181,46,131,-,1,2,1
S00090228,142,32,84,-,5,9,12
S00090229,164,52,81,-,3,13,15
S00090230,87,47,26,-,3,10,1
S00090231,99,45,39,-,2,9,4
S00090232,81,14,52,-,4,6,5
S00090233,76,32,37,-,-,2,5
S00090234,87,26,46,-,1,7,7
S00090235,115,29,68,-,-,13,5
S00090236,82,20,43,-,3,5,11
S00090237,80,20,46,-,4,3,7
S00090238,62,31,16,-,1,10,4
S00090239,104,27,60,-,3,10,4
S00090240,120,35,67,-,1,12,5
S00090241,127,52,48,-,1,14,12
S00090242,110,29,51,-,7,16,7
S00090243,84,15,56,-,1,4,8
S00090244,76,26,42,-,2,3,3
S00090245,143,38,82,-,2,12,9
S00090246,47,11,23,-,1,5,7
S00090247,103,32,59,-,2,8,2
S00090248,47,5,26,-,1,3,12
S00090249,149,73,56,-,5,13,2
S00090250,108,19,78,-,1,6,4
S00090251,117,41,59,-,6,10,1
S00090252,140,47,78,-,4,9,2
S00090253,156,25,103,-,7,11,10
S00090254,105,19,68,-,3,5,10
S00090255,134,53,62,-,4,7,8
S00090256,145,21,110,-,1,3,10
S00090257,132,28,87,-,2,6,9
S00090258,143,64,60,-,2,15,2
S00090259,86,18,56,-,1,7,4
S00090260,110,8,94,-,1,2,5
S00090261,84,21,48,-,1,10,4
S00090262,65,13,37,-,2,6,7
S00090263,132,27,87,-,3,7,8
S00090264,112,21,80,-,3,3,5
S00090265,108,37,48,-,2,13,8
S00090266,92,20,56,-,1,8,7
S00090267,66,34,17,-,3,9,3
S00090268,90,22,49,-,5,4,10
S00090269,102,22,63,2,2,10,3
S00090270,93,33,47,-,1,7,5
S00090271,127,39,78,-,1,3,6
S00090272,81,24,44,-,2,4,7
S00090273,58,6,18,-,2,4,28
S00090274,64,2,53,-,-,2,7
S00090275,48,15,15,-,1,14,3
S00090276,83,12,50,-,9,6,6
S00090277,112,35,48,-,4,9,16
S00090278,121,39,58,-,3,11,10
S00090279,126,31,54,-,8,12,21
S00090280,75,16,40,-,-,5,14
S00090281,101,25,58,-,2,11,5
S00090282,90,19,55,-,-,8,8
S00090283,84,21,31,-,1,7,24
S00090284,80,17,43,-,4,8,8
S00090285,79,27,26,-,3,16,7
S00090286,84,41,28,-,6,4,5
S00090287,96,40,44,2,1,4,5
S00090288,127,51,46,-,7,9,14
S00090289,60,32,14,2,-,11,1
S00090290,66,33,21,-,2,7,3
S00090291,85,39,34,-,-,6,6
S00090292,101,37,42,-,2,6,14
S00090293,94,20,50,-,1,11,12
S00090294,96,31,52,-,-,4,9
S00090295,108,35,57,-,1,6,9
S00090296,92,26,51,-,4,6,5
S00090297,123,43,59,-,1,9,11
S00090298,74,16,48,-,1,2,7
S00090299,101,20,70,-,1,5,5
S00090300,99,19,61,-,2,8,9
S00090301,66,8,48,-,1,2,7
S00090302,85,14,60,-,-,5,6
S00090303,183,33,100,-,3,6,41
S00090304,132,39,74,-,2,7,10
S00090305,149,21,125,-,-,1,2
S00090306,137,30,96,-,2,6,3
S00090307,111,19,84,1,3,3,1
S00090308,99,21,68,-,1,2,7
S00090309,107,21,70,-,2,10,4
S00090310,103,21,58,-,5,8,11
S00090311,125,34,74,-,1,9,7
S00090312,78,24,36,-,2,9,7
S00090313,146,34,97,-,1,6,8
S00090314,223,32,119,1,3,12,56
S00090315,82,27,49,-,2,2,2
S00090316,150,15,124,-,-,5,6
S00090317,143,28,95,2,3,11,4
S00090318,162,108,41,-,-,8,5
S00090319,67,39,17,-,3,4,4
S00090320,60,41,16,-,2,1,-
S00090321,96,73,17,2,-,2,2
S00090322,93,76,9,2,2,4,-
S00090323,69,17,42,-,2,3,5
S00090324,64,33,22,-,1,5,3
S00090325,79,21,51,-,1,2,4
S00090326,77,16,52,-,-,3,6
S00090327,67,51,10,-,2,4,-
S00090328,48,9,34,-,-,4,1
S00090329,70,50,8,-,2,7,3
S00090330,51,31,14,-,-,4,2
S00090331,143,34,89,-,5,11,4
S00090332,99,70,10,-,6,7,6
S00090333,113,37,53,-,1,11,11
S00090334,46,11,30,-,-,1,4
S00090335,57,25,28,-,-,4,-
S00090336,110,25,56,-,1,15,13
S00090337,123,35,64,-,6,12,6
S00090338,44,14,22,-,1,2,5
S00090339,33,14,15,-,1,2,1
S00090340,77,18,45,-,-,6,8
S00090341,63,21,36,-,-,3,3
S00090342,61,18,36,-,1,3,3
S00090343,82,17,44,-,8,6,7
S00090344,56,13,35,-,1,6,1
S00090345,104,48,39,-,6,9,2
S00090346,75,22,42,-,1,4,6
S00090347,122,71,28,-,5,15,3
S00090348,128,61,44,-,6,12,5
S00090349,67,23,28,-,5,9,2
S00090350,70,30,25,-,6,8,1
S00090351,56,18,30,-,1,5,2
S00090352,73,13,42,-,2,9,7
S00090353,61,20,33,-,-,6,2
S00090354,155,31,102,-,5,11,6
S00090355,57,17,26,2,-,5,7
S00090356,80,26,40,-,4,7,3
S00090357,178,53,118,-,2,4,1
S00090358,128,30,86,-,7,3,2
S00090359,111,78,14,-,2,11,6
S00090360,75,33,35,-,1,3,3
S00090361,72,12,48,-,1,6,5
S00090362,116,80,24,2,1,8,1
S00090363,55,14,8,-,3,8,22
S00090364,63,29,18,-,2,9,5
S00090365,102,35,44,2,4,8,9
S00090366,63,22,28,-,2,4,7
S00090367,48,12,26,-,1,4,5
S00090368,47,17,20,-,1,3,6
S00090369,120,36,60,-,-,9,15
S00090370,105,57,26,-,3,16,3
S00090371,108,41,43,-,3,13,8
S00090372,77,22,48,-,2,5,-
S00090373,50,12,34,-,1,2,1
S00090374,104,15,80,-,-,2,7
S00090375,54,15,36,-,1,-,2
S00090376,97,26,56,-,-,7,8
S00090377,81,36,34,-,3,6,2
S00090378,69,25,31,-,1,7,5
S00090379,71,25,34,-,-,3,9
S00090380,101,20,50,-,1,7,23
S00090381,101,27,70,-,-,1,3
S00090382,46,8,34,-,1,1,2
S00090383,73,27,31,-,3,9,3
S00090384,52,16,36,-,-,-,-
S00090385,136,42,57,-,4,19,14
