oa_zones,All people aged 16 and over: Total,All people aged 16 and over: No qualifications,All people aged 16 and over: Level 1,All people aged 16 and over: Level 2,All people aged 16 and over: Level 3,All people aged 16 and over: Level 4 and above
S00116535,54,20,20,2,6,6
S00116536,51,24,16,2,3,6
S00116537,51,27,13,1,6,4
S00116538,57,19,22,5,4,7
S00116539,87,54,14,9,2,8
S00116540,63,42,14,2,0,5
S00116541,61,10,14,17,2,18
S00116542,48,19,11,5,5,8
S00116543,62,24,15,3,11,9
S00116544,81,35,20,13,3,10
S00116545,78,53,11,5,4,5
S00116546,78,56,11,2,6,3
S00116547,76,38,18,8,6,6
S00116548,73,28,28,8,6,3
S00116549,74,33,21,7,8,5
S00116550,69,34,18,5,3,9
S00116551,69,38,17,2,8,4
S00116552,55,23,15,3,9,5
S00116553,74,45,20,2,5,2
S00116554,58,32,12,5,5,4
S00116555,77,37,27,4,6,3
S00116556,106,34,27,14,10,21
S00116557,93,17,20,18,10,28
S00116558,63,12,21,16,3,11
S00116559,154,32,54,26,18,24
S00116560,60,26,13,4,6,11
S00116561,66,33,18,3,3,9
S00116562,51,30,9,3,4,5
S00116563,53,32,11,1,1,8
S00116564,69,25,15,11,8,10
S00116565,68,35,10,7,5,11
S00116566,65,6,4,7,6,42
S00116567,60,1,2,17,3,37
S00116568,100,5,3,26,4,62
S00116569,86,3,4,14,6,59
S00116570,110,2,6,35,18,49
S00116571,139,47,31,20,11,30
S00116572,65,21,6,11,10,17
S00116573,106,30,16,15,10,35
S00116574,106,29,20,9,11,37
S00116575,83,9,4,11,10,49
S00116576,82,29,12,5,10,26
S00116577,73,3,6,8,9,47
S00116578,84,5,4,13,6,56
S00116579,62,24,8,8,10,12
S00116580,97,3,9,33,8,44
S00116581,86,5,3,26,7,45
S00116582,120,1,7,33,10,69
S00116583,115,1,4,33,12,65
S00116584,91,2,10,12,9,58
S00116585,56,22,8,5,5,16
S00116586,94,36,15,11,6,26
S00116587,83,6,10,37,1,29
S00116588,92,0,5,21,6,60
S00116589,86,2,8,34,3,39
S00116590,94,15,9,29,18,23
S00116591,124,3,8,29,8,76
S00116592,106,7,8,16,10,65
S00116593,148,3,22,44,17,62
S00116594,84,5,6,36,8,29
S00116595,118,6,7,43,9,53
S00116596,121,18,11,18,17,57
S00116597,128,25,15,58,3,27
S00116598,76,3,4,25,6,38
S00116599,107,9,5,27,11,55
S00116600,80,18,8,23,11,20
S00116601,106,16,5,37,10,38
S00116602,107,34,16,7,12,38
S00116603,100,40,25,9,6,20
S00116604,107,42,26,8,9,22
S00116605,87,2,2,26,10,47
S00116606,95,2,10,7,6,70
S00116607,111,4,9,30,15,53
S00116608,76,3,5,9,13,46
S00116609,87,17,18,18,7,27
S00116610,65,16,12,10,9,18
S00116611,132,5,3,27,8,89
S00116612,117,9,7,19,14,68
S00116613,89,3,7,11,10,58
S00116614,83,9,10,12,6,46
S00116615,85,3,9,5,13,55
S00116616,77,5,3,12,5,52
S00116617,125,12,7,19,15,72
S00116618,85,7,5,15,12,46
S00116619,76,8,10,2,12,44
S00116620,109,13,12,9,18,57
S00116621,65,1,11,8,10,35
S00116622,79,4,8,11,6,50
S00116623,67,5,7,14,3,38
S00116624,80,0,10,10,8,52
S00116625,78,4,12,9,7,46
S00116626,473,18,40,31,17,367
S00116627,123,11,9,14,15,74
S00116628,80,10,5,22,4,39
S00116629,151,2,9,13,11,116
S00116630,289,5,30,17,17,220
S00116631,122,8,4,26,9,75
S00116632,421,7,37,85,43,249
S00116633,146,13,14,22,17,80
S00116634,106,8,3,22,4,69
S00116635,127,7,7,21,4,88
S00116636,87,28,29,10,8,12
S00116637,92,50,14,9,5,14
S00116638,121,11,12,22,14,62
S00116639,84,8,7,9,5,55
S00116640,60,7,13,15,2,23
S00116641,62,12,2,14,5,29
S00116642,65,3,7,13,8,34
S00116643,128,10,8,30,11,69
S00116644,85,38,14,4,9,20
S00116645,76,30,11,16,3,16
S00116646,133,16,14,12,21,70
S00116647,63,2,9,6,14,32
S00116648,105,8,6,9,14,68
S00116649,68,5,9,13,11,30
S00116650,65,1,7,12,5,40
S00116651,1736,22,165,931,167,451
S00116652,93,27,22,17,4,23
S00116653,86,46,16,3,8,13
S00116654,105,34,25,13,8,25
S00116655,80,33,15,5,5,22
S00116656,82,44,17,8,3,10
S00116657,96,36,11,3,10,36
S00116658,87,32,12,3,10,30
S00116659,119,46,11,18,7,37
S00116660,124,3,8,27,7,79
S00116661,128,6,6,29,10,77
S00116662,97,59,13,3,5,17
S00116663,84,49,14,6,3,12
S00116664,94,71,5,5,1,12
S00116665,92,54,15,5,7,11
S00116666,91,3,10,16,8,54
S00116667,50,4,4,9,8,25
S00116668,100,7,5,23,20,45
S00116669,120,3,4,33,14,66
S00116670,88,1,11,16,10,50
S00116671,86,4,9,13,9,51
S00116672,81,0,9,19,7,46
S00116673,85,3,5,21,13,43
S00116674,134,29,21,17,14,53
S00116675,139,3,18,22,22,74
S00116676,94,1,5,29,18,41
S00116677,115,4,18,18,19,56
S00116678,149,17,9,26,28,69
S00116679,190,34,33,30,19,74
S00116680,69,5,6,7,10,41
S00116681,134,46,23,13,14,38
S00116682,87,5,0,18,5,59
S00116683,94,6,13,17,7,51
S00116684,130,68,24,4,16,18
S00116685,96,41,16,5,10,24
S00116686,89,47,15,8,3,16
S00116687,259,7,40,73,70,69
S00116688,64,28,17,3,4,12
S00116689,111,5,6,20,33,47
S00116690,99,7,8,20,9,55
S00116691,284,28,48,36,122,50
S00116692,63,39,14,1,6,3
S00116693,60,35,12,7,3,3
S00116694,56,31,12,8,5,0
S00116695,62,14,5,7,7,29
S00116696,81,59,11,3,2,6
S00116697,103,53,18,11,8,13
S00116698,97,3,17,5,9,63
S00116699,46,31,6,1,3,5
S00116700,108,5,14,23,17,49
S00116701,113,5,11,22,12,63
S00116702,94,44,22,8,8,12
S00116703,104,38,15,15,12,24
S00116704,62,28,13,6,9,6
S00116705,117,50,22,15,9,21
S00116706,93,38,21,11,11,12
S00116707,98,18,17,14,12,37
S00116708,58,12,6,16,6,18
S00116709,104,20,17,14,6,47
S00116710,65,36,11,3,8,7
S00116711,97,55,14,6,8,14
S00116712,86,39,17,9,4,17
S00116713,113,49,16,10,10,28
S00116714,119,13,15,15,22,54
S00116715,64,34,11,4,4,11
S00116716,103,15,8,20,7,53
S00116717,80,36,11,6,4,23
S00116718,77,4,5,10,6,52
S00116719,152,24,26,32,4,66
S00116720,98,8,4,10,5,71
S00116721,74,11,7,5,7,44
S00116722,58,14,11,5,5,23
S00116723,70,25,12,5,6,22
S00116724,104,7,3,20,7,67
S00116725,70,2,2,16,6,44
S00116726,102,19,16,25,8,34
S00116727,90,11,8,16,6,49
S00116728,73,27,10,8,12,16
S00116729,125,32,31,17,8,37
S00116730,102,30,18,12,10,32
S00116731,76,6,14,12,4,40
S00116732,103,11,13,22,7,50
S00116733,117,28,18,17,8,46
S00116734,65,12,9,8,8,28
S00116735,133,12,9,30,8,74
S00116736,59,10,15,14,2,18
S00116737,87,10,11,16,13,37
S00116738,89,26,13,10,13,27
S00116739,80,32,9,12,2,25
S00116740,92,1,2,25,7,57
S00116741,127,32,17,22,10,46
S00116742,108,15,7,16,10,60
S00116743,74,37,15,8,6,8
S00116744,66,36,9,6,7,8
S00116745,109,21,16,12,3,57
S00116746,60,14,9,10,4,23
S00116747,131,15,10,23,12,71
S00116748,45,4,7,5,5,24
S00116749,83,16,20,8,13,26
S00116750,94,7,11,12,11,53
S00116751,73,2,7,5,5,54
S00116752,63,5,1,6,4,47
S00116753,50,5,2,6,5,32
S00116754,179,2,12,39,4,122
S00116755,62,8,8,12,7,27
S00116756,113,17,20,19,11,46
S00116757,108,5,16,9,6,72
S00116758,74,0,7,11,4,52
S00116759,116,4,6,52,4,50
S00116760,86,0,2,15,4,65
S00116761,60,5,2,8,6,39
S00116762,90,36,15,6,3,30
S00116763,58,4,3,12,2,37
S00116764,84,2,5,8,5,64
S00116765,85,2,5,11,2,65
S00116766,89,2,2,16,6,63
S00116767,136,20,17,21,14,64
S00116768,73,20,7,9,5,32
S00116769,63,8,0,5,11,39
S00116770,67,11,3,8,9,36
S00116771,83,20,8,14,5,36
S00116772,66,12,11,6,7,30
S00116773,142,43,22,20,7,50
S00116774,96,10,12,11,8,55
S00116775,56,8,6,14,7,21
S00116776,79,5,3,13,3,55
S00116777,57,8,7,7,4,31
S00116778,661,13,79,203,41,325
S00116779,92,12,7,17,5,51
S00116780,71,8,5,7,4,47
S00116781,95,5,8,9,5,68
S00116782,115,4,5,11,13,82
S00116783,60,4,2,6,3,45
S00116784,84,13,9,13,4,45
S00116785,73,6,13,12,3,39
S00116786,103,38,9,8,2,46
S00116787,51,2,3,7,0,39
S00116788,65,15,9,8,1,32
S00116789,132,12,12,25,10,73
S00116790,161,7,19,23,11,101
S00116791,131,17,14,20,8,72
S00116792,142,8,12,27,10,85
S00116793,88,6,14,11,6,51
S00116794,96,49,16,6,7,18
S00116795,87,30,23,7,8,19
S00116796,64,13,14,13,3,21
S00116797,99,8,6,16,11,58
S00116798,109,34,17,10,8,40
S00116799,48,5,4,5,5,29
S00116800,43,6,5,9,5,18
S00116801,80,14,12,13,8,33
S00116802,80,8,8,7,14,43
S00116803,97,2,12,14,10,59
S00116804,110,3,20,9,11,67
S00116805,148,44,20,19,10,55
S00116806,103,4,14,13,11,61
S00116807,92,4,12,12,8,56
S00116808,49,7,6,6,5,25
S00116809,86,60,13,1,3,9
S00116810,107,51,16,15,13,12
S00116811,57,24,13,6,7,7
S00116812,75,21,18,11,12,13
S00116813,83,26,20,12,5,20
S00116814,50,13,13,7,4,13
S00116815,89,42,19,7,11,10
S00116816,77,32,10,5,8,22
S00116817,56,13,9,10,7,17
S00116818,46,20,14,2,5,5
S00116819,47,15,10,9,3,10
S00116820,107,35,39,6,8,19
S00116821,47,20,9,7,4,7
S00116822,68,26,12,8,9,13
S00116823,94,48,25,5,9,7
S00116824,93,36,26,6,7,18
S00116825,58,24,10,7,5,12
S00116826,50,19,19,3,4,5
S00116827,118,47,20,9,16,26
S00116828,59,27,13,3,5,11
S00116829,56,24,13,6,4,9
S00116830,60,23,11,2,14,10
S00116831,55,21,12,5,8,9
S00116832,58,22,11,7,4,14
S00116833,55,19,18,2,3,13
S00116834,64,27,17,3,5,12
S00116835,56,15,21,4,6,10
S00116836,63,24,12,10,7,10
S00116837,63,25,18,7,6,7
S00116838,59,30,19,1,3,6
S00116839,61,20,23,2,8,8
S00116840,76,26,24,3,8,15
S00116841,53,21,18,1,4,9
S00116842,96,42,14,15,6,19
S00116843,68,28,13,8,10,9
S00116844,73,20,10,17,10,16
S00116845,95,30,18,15,9,23
S00116846,72,31,17,8,10,6
S00116847,98,53,20,8,10,7
S00116848,129,27,43,26,7,26
S00116849,109,37,24,16,4,28
S00116850,57,25,7,9,9,7
S00116851,81,42,22,11,3,3
S00116852,56,25,19,5,0,7
S00116853,76,30,17,16,3,10
S00116854,89,47,14,12,8,8
S00116855,220,43,57,43,23,54
S00116856,79,11,26,17,13,12
S00116857,145,23,44,21,18,39
S00116858,107,50,14,7,13,23
S00116859,94,35,21,10,9,19
S00116860,82,38,21,5,5,13
S00116861,54,20,12,5,6,11
S00116862,136,53,46,7,14,16
S00116863,52,21,15,4,5,7
S00116864,110,46,21,9,9,25
S00116865,109,49,25,4,13,18
S00116866,96,41,17,9,5,24
S00116867,87,32,18,14,9,14
S00116868,69,22,9,11,9,18
S00116869,77,21,7,7,12,30
S00116870,89,14,13,11,8,43
S00116871,80,32,21,4,7,16
S00116872,66,20,13,11,10,12
S00116873,85,21,13,12,6,33
S00116874,110,45,20,19,10,16
S00116875,116,22,21,10,9,54
S00116876,117,35,19,14,9,40
S00116877,63,29,18,6,3,7
S00116878,76,17,25,8,8,18
S00116879,90,24,28,7,8,23
S00116880,65,26,17,4,5,13
S00116881,95,26,23,13,12,21
S00116882,97,26,30,13,14,14
S00116883,48,7,13,6,10,12
S00116884,68,23,10,6,7,22
S00116885,83,31,22,12,8,10
S00116886,93,24,38,8,7,16
S00116887,62,24,16,6,5,11
S00116888,81,8,21,22,10,20
S00116889,92,14,21,11,8,38
S00116890,45,11,19,7,1,7
S00116891,139,30,24,25,13,47
S00116892,83,26,34,4,6,13
S00116893,64,5,15,12,12,20
S00116894,110,11,33,11,24,31
S00116895,76,7,17,13,14,25
S00116896,66,9,7,11,12,27
S00116897,56,14,18,10,6,8
S00116898,54,9,8,4,11,22
S00116899,142,59,37,13,13,20
S00116900,79,8,30,10,7,24
S00116901,79,15,20,9,10,25
S00116902,53,20,18,1,6,8
S00116903,65,23,17,9,6,10
S00116904,54,24,9,7,6,8
S00116905,116,23,21,31,11,30
S00116906,117,31,29,20,18,19
S00116907,100,57,21,7,9,6
S00116908,52,19,16,1,6,10
S00116909,110,48,31,11,11,9
S00116910,60,25,17,10,2,6
S00116911,82,31,24,11,8,8
S00116912,60,20,18,5,12,5
S00116913,58,17,17,13,9,2
S00116914,105,48,25,15,8,9
S00116915,71,34,15,10,5,7
S00116916,67,33,16,4,7,7
S00116917,113,57,18,15,14,9
S00116918,62,21,24,9,4,4
S00116919,72,31,18,10,8,5
S00116920,75,30,22,8,9,6
S00116921,95,20,30,23,6,16
S00116922,101,54,28,8,7,4
S00116923,60,30,12,5,5,8
S00116924,80,30,28,3,11,8
S00116925,107,54,27,7,8,11
S00116926,54,30,11,5,3,5
S00116927,72,24,27,8,5,8
S00116928,86,42,3,7,7,27
S00116929,63,28,7,6,2,20
S00116930,79,34,18,8,7,12
S00116931,81,43,14,6,4,14
S00116932,79,2,2,10,4,61
S00116933,58,3,0,8,5,42
S00116934,127,42,13,17,7,48
S00116935,92,4,4,23,8,53
S00116936,109,6,6,19,5,73
S00116937,119,42,21,15,11,30
S00116938,81,3,7,15,10,46
S00116939,97,33,26,8,12,18
S00116940,191,23,19,39,26,84
S00116941,139,16,12,35,11,65
S00116942,56,4,9,9,4,30
S00116943,80,7,10,13,8,42
S00116944,68,27,17,12,3,9
S00116945,114,45,15,11,7,36
S00116946,76,34,15,8,5,14
S00116947,94,45,15,6,5,23
S00116948,70,40,17,5,5,3
S00116949,114,53,28,11,6,16
S00116950,51,11,7,14,3,16
S00116951,117,6,4,21,6,80
S00116952,135,8,5,20,6,96
S00116953,57,20,8,11,5,13
S00116954,83,39,14,7,8,15
S00116955,61,33,19,1,3,5
S00116956,52,24,20,3,2,3
S00116957,49,9,22,10,2,6
S00116958,53,16,16,7,7,7
S00116959,50,20,16,4,1,9
S00116960,53,31,10,5,3,4
S00116961,49,20,7,7,2,13
S00116962,60,31,11,4,4,10
S00116963,98,38,14,11,8,27
S00116964,53,15,18,5,5,10
S00116965,100,37,25,9,14,15
S00116966,57,24,15,5,6,7
S00116967,62,23,20,7,4,8
S00116968,76,14,11,11,4,36
S00116969,55,18,9,7,7,14
S00116970,119,30,24,13,16,36
S00116971,106,36,21,8,9,32
S00116972,279,36,55,128,24,36
S00116973,170,77,30,19,9,35
S00116974,78,11,16,9,9,33
S00116975,39,20,5,5,7,2
S00116976,75,31,18,7,9,10
S00116977,69,25,25,3,7,9
S00116978,67,34,11,6,6,10
S00116979,93,20,25,13,9,26
S00116980,143,41,40,27,16,19
S00116981,56,25,16,6,5,4
S00116982,61,27,10,9,5,10
S00116983,48,17,8,5,5,13
S00116984,72,24,10,5,10,23
S00116985,64,31,6,6,4,17
S00116986,79,24,26,6,10,13
S00116987,74,27,9,8,11,19
S00116988,77,26,17,11,7,16
S00116989,64,24,15,4,11,10
S00116990,66,25,20,7,4,10
S00116991,59,7,11,11,9,21
S00116992,126,36,28,18,18,26
S00116993,75,30,10,9,10,16
S00116994,55,47,2,1,2,3
S00116995,85,20,20,13,8,24
S00116996,144,56,31,16,17,24
S00116997,79,40,20,6,6,7
S00116998,85,34,21,8,8,14
S00116999,125,33,39,24,14,15
S00117000,73,35,20,7,4,7
S00117001,111,55,32,12,8,4
S00117002,58,28,14,7,3,6
S00117003,110,20,32,15,14,29
S00117004,113,44,32,17,9,11
S00117005,81,42,11,3,6,19
S00117006,63,21,20,3,5,14
S00117007,91,43,10,6,7,25
S00117008,69,19,14,6,6,24
S00117009,61,38,9,3,4,7
S00117010,87,28,12,3,15,29
S00117011,76,30,12,6,9,19
S00117012,105,37,22,2,16,28
S00117013,81,36,19,5,7,14
S00117014,118,46,23,7,18,24
S00117015,85,31,27,2,5,20
S00117016,71,28,13,7,7,16
S00117017,71,23,15,6,4,23
S00117018,65,26,11,10,10,8
S00117019,69,29,14,9,5,12
S00117020,70,22,14,7,5,22
S00117021,93,33,30,15,9,6
S00117022,51,31,10,4,4,2
S00117023,87,46,19,9,7,6
S00117024,54,24,19,5,1,5
S00117025,65,31,17,9,1,7
S00117026,55,29,13,6,3,4
S00117027,104,18,37,19,16,14
S00117028,81,49,20,6,3,3
S00117029,89,51,16,7,11,4
S00117030,69,35,13,5,7,9
S00117031,57,39,10,1,1,6
S00117032,91,16,24,17,19,15
S00117033,54,24,15,7,4,4
S00117034,118,67,24,13,9,5
S00117035,69,39,12,11,4,3
S00117036,75,33,19,8,7,8
S00117037,50,11,14,9,5,11
S00117038,149,31,40,23,22,33
S00117039,84,16,23,15,10,20
S00117040,82,12,22,18,13,17
S00117041,154,36,32,25,20,41
S00117042,112,28,25,10,15,34
S00117043,120,49,27,21,6,17
S00117044,127,56,32,21,7,11
S00117045,110,52,34,6,6,12
S00117046,101,50,21,7,6,17
S00117047,107,22,30,12,17,26
S00117048,59,15,19,4,6,15
S00117049,66,30,8,11,5,12
S00117050,100,34,27,18,6,15
S00117051,77,33,14,13,8,9
S00117052,52,12,17,11,6,6
S00117053,99,31,28,11,13,16
S00117054,66,17,20,9,9,11
S00117055,130,34,47,21,13,15
S00117056,122,30,30,24,14,24
S00117057,116,60,31,12,4,9
S00117058,136,49,35,12,14,26
S00117059,51,18,10,1,8,14
S00117060,59,22,8,3,8,18
S00117061,97,28,31,7,6,25
S00117062,70,29,18,8,6,9
S00117063,55,28,11,4,5,7
S00117064,73,27,19,7,4,16
S00117065,53,17,11,4,8,13
S00117066,76,43,16,6,3,8
S00117067,58,40,9,4,3,2
S00117068,66,42,14,4,1,5
S00117069,127,58,34,13,9,13
S00117070,35,22,6,3,3,1
S00117071,54,23,13,6,2,10
S00117072,150,111,22,11,5,1
S00117073,82,62,11,5,2,2
S00117074,59,46,5,3,3,2
S00117075,101,54,29,11,4,3
S00117076,58,11,17,9,12,9
S00117077,60,42,13,2,3,0
S00117078,91,64,14,4,1,8
S00117079,157,69,47,11,13,17
S00117080,118,71,26,5,4,12
S00117081,67,27,15,6,9,10
S00117082,54,21,19,9,3,2
S00117083,49,27,16,1,3,2
S00117084,87,29,26,12,6,14
S00117085,73,38,16,6,5,8
S00117086,80,21,32,15,6,6
S00117087,80,40,14,11,6,9
S00117088,57,22,12,5,8,10
S00117089,162,70,33,13,12,34
S00117090,93,40,25,9,4,15
S00117091,50,28,7,8,3,4
S00117092,95,29,16,11,13,26
S00117093,80,44,22,4,5,5
S00117094,97,45,20,4,17,11
S00117095,133,47,25,21,13,27
S00117096,139,63,23,20,10,23
S00117097,122,22,17,17,16,50
S00117098,99,26,20,8,7,38
S00117099,94,18,11,7,14,44
S00117100,67,10,7,11,5,34
S00117101,84,5,6,15,7,51
S00117102,126,7,6,37,20,56
S00117103,101,6,16,12,17,50
S00117104,113,3,12,25,13,60
S00117105,115,11,13,25,14,52
S00117106,56,13,3,15,3,22
S00117107,83,15,10,23,9,26
S00117108,59,2,4,3,7,43
S00117109,79,18,3,14,8,36
S00117110,68,9,10,13,6,30
S00117111,79,9,6,12,9,43
S00117112,151,61,27,20,21,22
S00117113,78,41,12,12,5,8
S00117114,56,24,17,3,4,8
S00117115,69,17,11,6,7,28
S00117116,113,33,21,13,17,29
S00117117,43,16,11,4,6,6
S00117118,114,71,32,3,5,3
S00117119,112,72,27,4,6,3
S00117120,91,62,16,7,5,1
S00117121,114,62,24,12,10,6
S00117122,63,34,11,9,4,5
S00117123,80,29,21,11,9,10
S00117124,58,28,12,7,3,8
S00117125,101,25,32,8,13,23
S00117126,72,40,16,8,6,2
S00117127,89,52,18,7,3,9
S00117128,92,40,21,6,10,15
S00117129,65,48,8,3,4,2
S00117130,97,64,16,10,5,2
S00117131,130,99,9,8,5,9
S00117132,74,41,14,6,9,4
S00117133,66,30,20,6,3,7
S00117134,85,53,19,4,1,8
S00117135,52,8,13,11,7,13
S00117136,97,27,31,9,8,22
S00117137,83,34,15,16,6,12
S00117138,128,50,38,21,6,13
S00117139,55,19,17,4,8,7
S00117140,73,41,9,9,7,7
S00117141,76,30,19,4,6,17
S00117142,66,37,14,4,4,7
S00117143,69,19,15,11,6,18
S00117144,46,11,18,3,5,9
S00117145,72,17,32,9,5,9
S00117146,73,27,17,14,5,10
S00117147,90,39,30,10,5,6
S00117148,59,35,15,3,2,4
S00117149,85,31,32,11,5,6
S00117150,80,38,20,9,7,6
S00117151,54,21,21,6,3,3
S00117152,54,24,19,2,3,6
S00117153,119,56,30,13,10,10
S00117154,90,12,23,11,18,26
S00117155,89,30,21,15,6,17
S00117156,88,35,19,12,7,15
S00117157,77,36,12,11,12,6
S00117158,81,31,17,17,11,5
S00117159,129,30,36,30,13,20
S00117160,126,29,36,17,17,27
S00117161,79,29,22,9,6,13
S00117162,105,45,22,16,6,16
S00117163,75,33,27,8,3,4
S00117164,67,16,13,14,9,15
S00117165,58,24,13,9,5,7
S00117166,77,34,13,12,8,10
S00117167,54,22,17,5,5,5
S00117168,44,14,15,8,3,4
S00117169,84,43,18,8,6,9
S00117170,74,44,20,7,2,1
S00117171,89,24,15,17,12,21
S00117172,76,36,12,10,3,15
S00117173,51,18,10,3,6,14
S00117174,48,13,12,8,2,13
S00117175,112,76,19,5,3,9
S00117176,45,19,16,4,4,2
S00117177,73,48,12,7,3,3
S00117178,85,29,28,14,8,6
S00117179,141,42,47,21,11,20
S00117180,158,88,31,16,8,15
S00117181,130,24,30,34,10,32
S00117182,115,24,18,13,10,50
S00117183,79,32,21,9,8,9
S00117184,109,37,20,14,14,24
S00117185,92,47,23,3,6,13
S00117186,41,24,10,2,3,2
S00117187,88,17,25,11,13,22
S00117188,85,21,19,10,13,22
S00117189,91,48,15,6,10,12
S00117190,62,17,19,7,5,14
S00117191,118,58,22,14,7,17
S00117192,89,48,22,4,6,9
S00117193,60,39,8,4,3,6
S00117194,49,31,3,4,4,7
S00117195,66,34,21,3,3,5
S00117196,94,45,17,9,7,16
S00117197,137,42,42,25,11,17
S00117198,60,26,19,9,2,4
S00117199,112,29,48,12,9,14
S00117200,139,65,36,8,12,18
S00117201,72,26,19,6,10,11
S00117202,42,14,15,3,3,7
S00117203,48,20,6,5,11,6
S00117204,55,22,10,2,10,11
S00117205,83,30,13,11,10,19
S00117206,53,28,9,4,2,10
S00117207,102,42,29,10,11,10
S00117208,77,26,27,12,6,6
S00117209,53,35,7,7,1,3
S00117210,73,39,22,3,6,3
S00117211,104,20,44,16,17,7
S00117212,115,31,41,18,10,15
S00117213,79,39,24,6,3,7
S00117214,53,21,20,6,6,0
S00117215,63,37,13,5,6,2
S00117216,85,19,31,13,14,8
S00117217,86,24,28,14,10,10
S00117218,85,36,20,12,13,4
S00117219,60,25,19,6,8,2
S00117220,102,35,26,13,10,18
S00117221,79,33,21,8,6,11
S00117222,87,26,35,9,10,7
S00117223,97,24,26,27,7,13
S00117224,99,41,26,12,11,9
S00117225,51,25,8,5,9,4
S00117226,108,39,26,15,13,15
S00117227,110,54,31,5,13,7
S00117228,132,62,43,10,10,7
S00117229,64,23,11,10,10,10
S00117230,69,23,13,7,7,19
S00117231,87,36,21,5,6,19
S00117232,107,28,14,17,13,35
S00117233,95,21,24,10,16,24
S00117234,118,8,18,25,13,54
S00117235,78,9,12,10,12,35
S00117236,117,10,14,30,20,43
S00117237,75,17,21,7,7,23
S00117238,116,37,24,16,13,26
S00117239,71,32,19,9,4,7
S00117240,90,54,17,6,5,8
S00117241,131,56,28,9,14,24
S00117242,90,44,24,13,5,4
S00117243,87,54,13,6,11,3
S00117244,104,54,23,7,10,10
S00117245,90,45,19,11,9,6
S00117246,44,21,17,6,0,0
S00117247,62,32,12,10,5,3
S00117248,79,44,23,3,2,7
S00117249,77,46,18,1,4,8
S00117250,51,24,19,4,2,2
S00117251,114,46,27,17,8,16
S00117252,55,26,18,3,3,5
S00117253,56,42,7,1,5,1
S00117254,105,48,25,10,12,10
S00117255,48,31,10,2,1,4
S00117256,50,16,5,3,18,8
S00117257,89,9,12,10,14,44
S00117258,135,67,15,19,9,25
S00117259,102,31,26,8,9,28
S00117260,114,8,12,13,14,67
S00117261,51,7,3,7,9,25
S00117262,73,3,9,5,13,43
S00117263,108,11,19,22,12,44
S00117264,122,18,7,15,20,62
S00117265,95,31,17,7,9,31
S00117266,72,35,10,8,8,11
S00117267,110,31,14,8,6,51
S00117268,82,21,13,11,6,31
S00117269,128,52,27,19,4,26
S00117270,77,33,8,7,14,15
S00117271,83,13,7,9,13,41
S00117272,88,23,11,3,9,42
S00117273,103,28,9,10,6,50
S00117274,75,4,6,7,13,45
S00117275,41,2,8,3,5,23
S00117276,47,3,7,7,12,18
S00117277,49,7,7,5,5,25
S00117278,78,6,6,4,8,54
S00117279,57,3,6,11,8,29
S00117280,54,16,8,9,3,18
S00117281,80,14,10,6,14,36
S00117282,116,34,15,10,11,46
S00117283,100,18,15,18,13,36
S00117284,88,18,11,12,7,40
S00117285,85,21,14,10,12,28
S00117286,91,13,16,12,8,42
S00117287,41,15,7,4,3,12
S00117288,74,29,14,9,7,15
S00117289,103,33,12,12,4,42
S00117290,70,9,17,11,6,27
S00117291,51,13,8,9,5,16
S00117292,79,34,18,6,10,11
S00117293,56,23,16,5,7,5
S00117294,97,28,16,7,11,35
S00117295,48,14,4,4,14,12
S00117296,88,14,13,7,19,35
S00117297,82,7,9,14,8,44
S00117298,90,4,15,12,10,49
S00117299,55,10,6,5,11,23
S00117300,104,4,7,16,13,64
S00117301,142,37,18,11,17,59
S00117302,49,6,5,7,3,28
S00117303,106,16,10,12,12,56
S00117304,116,14,11,9,15,67
S00117305,53,3,4,7,3,36
S00117306,83,2,9,14,15,43
S00117307,57,8,6,5,5,33
S00117308,113,13,9,19,18,54
S00117309,58,23,12,5,6,12
S00117310,60,13,8,14,10,15
S00117311,51,25,6,6,2,12
S00117312,114,57,14,9,7,27
S00117313,120,58,27,17,5,13
S00117314,52,17,20,6,5,4
S00117315,72,33,18,4,9,8
S00117316,51,21,23,0,3,4
S00117317,122,81,14,15,4,8
S00117318,79,37,28,5,4,5
S00117319,59,21,21,2,5,10
S00117320,47,17,11,2,8,9
S00117321,78,33,14,9,3,19
S00117322,42,29,3,3,3,4
S00117323,79,41,19,5,3,11
S00117324,49,19,11,9,5,5
S00117325,110,39,18,18,19,16
S00117326,87,21,11,14,11,30
S00117327,63,22,16,6,3,16
S00117328,43,17,6,5,1,14
S00117329,101,37,18,18,8,20
S00117330,118,53,31,8,11,15
S00117331,72,31,20,6,6,9
S00117332,61,39,7,2,4,9
S00117333,90,31,25,5,12,17
S00117334,102,9,14,13,16,50
S00117335,70,19,20,4,5,22
S00117336,114,26,29,19,14,26
S00117337,75,35,15,7,9,9
S00117338,93,14,21,12,8,38
S00117339,130,21,16,14,8,71
S00117340,51,18,12,1,14,6
S00117341,106,35,29,11,15,16
S00117342,100,64,16,6,3,11
S00117343,79,16,8,16,11,28
S00117344,81,3,8,12,7,51
S00117345,93,11,11,16,8,47
S00117346,95,9,16,14,5,51
S00117347,88,12,9,13,8,46
S00117348,88,9,12,19,5,43
S00117349,120,11,17,21,12,59
S00117350,55,29,7,5,3,11
S00117351,142,19,16,26,13,68
